from_city;to_city;migration
SIRNAK;ANTALYA;2791
BURSA;KUTAHYA;2784
SIIRT;DIYARBAKIR;2780
KAHRAMANMARAS;MUGLA;2773
NIGDE;AKSARAY;2771
ELAZIG;TUNCELI;2768
BALIKESIR;KUTAHYA;2767
KUTAHYA;BALIKESIR;2766
HATAY;KOCAELI;2763
IZMIR;KOCAELI;2758
GIRESUN;ANTALYA;2753
GAZIANTEP;KILIS;2747
ANTALYA;BURDUR;2747
MERSIN;GAZIANTEP;2746
KAYSERI;NIGDE;2743
MUS;DENIZLI;2724
GIRESUN;TEKIRDAG;2718
MUS;SAKARYA;2713
BINGOL;ANKARA;2712
ERZURUM;MUGLA;2706
CORUM;KASTAMONU;2706
ANTALYA;MUGLA;2699
BATMAN;MANISA;2695
KARS;ESKISEHIR;2692
GAZIANTEP;SANLIURFA;2680
KIRIKKALE;KOCAELI;2678
YOZGAT;BALIKESIR;2675
ZONGULDAK;BOLU;2671
KAHRAMANMARAS;KOCAELI;2660
TRABZON;MUGLA;2659
KARS;SAKARYA;2650
TOKAT;MUGLA;2643
AGRI;MUGLA;2641
SIVAS;SAKARYA;2630
KUTAHYA;AYDIN;2620
KIRKLARELI;KOCAELI;2616
MUS;ANTALYA;2614
AGRI;BALIKESIR;2612
BATMAN;SIIRT;2606
MUS;BALIKESIR;2605
KILIS;MERSIN;2603
KOCAELI;YALOVA;2596
MALATYA;SIVAS;2583
YOZGAT;CORUM;2578
KONYA;BALIKESIR;2573
SAMSUN;SAKARYA;2566
BAYBURT;TRABZON;2554
KAYSERI;SIVAS;2546
ISTANBUL;ADANA;2541
ARTVIN;TRABZON;2539
YOZGAT;TEKIRDAG;2526
SIRNAK;BATMAN;2526
DIYARBAKIR;BINGOL;2524
BALIKESIR;MUGLA;2524
ANKARA;ZONGULDAK;2511
TUNCELI;ANTALYA;2505
BALIKESIR;ESKISEHIR;2501
TEKIRDAG;KOCAELI;2488
TRABZON;ESKISEHIR;2486
SANLIURFA;KOCAELI;2482
KONYA;NIGDE;2473
NEVSEHIR;KOCAELI;2473
NEVSEHIR;MERSIN;2470
HATAY;AYDIN;2470
KUTAHYA;BILECIK;2470
BATMAN;ANKARA;2468
BOLU;DUZCE;2465
MALATYA;MUGLA;2465
MERSIN;KOCAELI;2456
ORDU;AYDIN;2450
ELAZIG;GAZIANTEP;2419
ESKISEHIR;MUGLA;2418
MUS;YALOVA;2415
TRABZON;ORDU;2412
CORUM;CANKIRI;2412
KAHRAMANMARAS;KONYA;2407
MERSIN;MUGLA;2406
RIZE;SAKARYA;2391
HATAY;KAHRAMANMARAS;2390
BOLU;ZONGULDAK;2389
ADANA;NIGDE;2376
SANLIURFA;ADIYAMAN;2374
MALATYA;KONYA;2372
DIYARBAKIR;BALIKESIR;2357
HAKKARI;MERSIN;2356
MERSIN;AYDIN;2352
CORUM;BOLU;2350
SAMSUN;TOKAT;2341
CANAKKALE;KOCAELI;2334
SINOP;ZONGULDAK;2334
RIZE;ZONGULDAK;2331
KAYSERI;TEKIRDAG;2329
GAZIANTEP;AYDIN;2322
ESKISEHIR;AFYONKARAHISAR;2320
SAKARYA;TEKIRDAG;2311
ORDU;MANISA;2311
CANAKKALE;EDIRNE;2308
BOLU;KARABUK;2305
SIIRT;KOCAELI;2300
ANKARA;ADANA;2300
KAHRAMANMARAS;MALATYA;2295
BURSA;AYDIN;2282
MANISA;KOCAELI;2280
BURSA;TEKIRDAG;2280
DIYARBAKIR;GAZIANTEP;2275
ZONGULDAK;KARABUK;2275
ARTVIN;AYDIN;2272
GAZIANTEP;KOCAELI;2270
CORUM;TEKIRDAG;2269
DENIZLI;USAK;2269
AYDIN;BURSA;2265
DIYARBAKIR;MUGLA;2260
IGDIR;BURSA;2258
SIIRT;SIRNAK;2253
MALATYA;KAYSERI;2252
AKSARAY;MERSIN;2249
ISPARTA;BURSA;2245
ARDAHAN;KARS;2244
BURSA;MUGLA;2236
SIVAS;YALOVA;2235
KIRIKKALE;AYDIN;2222
NIGDE;AYDIN;2214
SIRNAK;SIIRT;2207
IZMIR;KONYA;2192
IGDIR;MANISA;2183
MANISA;KUTAHYA;2174
SIRNAK;IZMIR;2169
AKSARAY;KOCAELI;2168
BURDUR;MUGLA;2167
HATAY;KONYA;2163
MUS;VAN;2159
SIVAS;SAMSUN;2156
AGRI;TEKIRDAG;2153
TOKAT;BALIKESIR;2151
RIZE;TEKIRDAG;2147
IZMIR;ESKISEHIR;2142
ESKISEHIR;TEKIRDAG;2140
KAYSERI;ESKISEHIR;2140
SAMSUN;BALIKESIR;2138
RIZE;AYDIN;2134
BURSA;BILECIK;2134
ARTVIN;ZONGULDAK;2119
CORUM;BALIKESIR;2118
KILIS;IZMIR;2114
MARDIN;SIRNAK;2106
NEVSEHIR;KONYA;2099
BILECIK;SAKARYA;2099
AKSARAY;ADANA;2096
KARABUK;IZMIR;2095
TOKAT;KAYSERI;2094
ADANA;MARDIN;2084
CANKIRI;BURSA;2082
ARDAHAN;TEKIRDAG;2075
AMASYA;AYDIN;2074
SAMSUN;CORUM;2067
SINOP;KASTAMONU;2064
TRABZON;KARABUK;2060
ISPARTA;AFYONKARAHISAR;2049
SIVAS;ESKISEHIR;2046
BATMAN;BURSA;2034
ORDU;TRABZON;2027
TRABZON;MERSIN;2017
KIRSEHIR;KONYA;2016
ELAZIG;BALIKESIR;2015
ZONGULDAK;AYDIN;2010
KONYA;KAYSERI;2003
DUZCE;BURSA;1987
ORDU;BALIKESIR;1983
KUTAHYA;KOCAELI;1978
CORUM;KONYA;1975
SANLIURFA;MUGLA;1975
SAMSUN;KASTAMONU;1961
BARTIN;TEKIRDAG;1959
CORUM;MERSIN;1955
KIRIKKALE;TEKIRDAG;1944
DENIZLI;BURSA;1943
KOCAELI;ANTALYA;1940
TUNCELI;AYDIN;1940
YOZGAT;ADANA;1938
MARDIN;BALIKESIR;1938
ARTVIN;YALOVA;1936
USAK;KOCAELI;1936
GAZIANTEP;MUGLA;1934
IZMIR;CANAKKALE;1927
KAHRAMANMARAS;TEKIRDAG;1926
DIYARBAKIR;TEKIRDAG;1921
ARDAHAN;MANISA;1919
ADANA;SANLIURFA;1910
MUS;DIYARBAKIR;1907
ELAZIG;MUGLA;1900
ANKARA;TEKIRDAG;1898
ANKARA;AKSARAY;1892
DENIZLI;AFYONKARAHISAR;1892
IGDIR;AYDIN;1890
MARDIN;MUGLA;1884
ANKARA;KAYSERI;1884
DENIZLI;BURDUR;1883
KAYSERI;YOZGAT;1881
DIYARBAKIR;YALOVA;1879
TRABZON;MANISA;1876
ERZURUM;TRABZON;1859
BURSA;SAKARYA;1858
NEVSEHIR;BURSA;1855
CORUM;ESKISEHIR;1849
KASTAMONU;CANKIRI;1846
AFYONKARAHISAR;BALIKESIR;1846
ARDAHAN;AYDIN;1844
TOKAT;SAKARYA;1840
SAMSUN;KONYA;1839
ADIYAMAN;BURSA;1833
CORUM;SAKARYA;1827
SAKARYA;BILECIK;1823
YOZGAT;MANISA;1823
ADANA;TEKIRDAG;1822
ANTALYA;BURSA;1818
BOLU;BURSA;1816
HATAY;TEKIRDAG;1808
KARS;ZONGULDAK;1804
KASTAMONU;BALIKESIR;1798
OSMANIYE;KONYA;1794
IGDIR;KOCAELI;1792
OSMANIYE;BURSA;1785
KASTAMONU;SAKARYA;1784
ERZINCAN;BALIKESIR;1783
SAMSUN;YALOVA;1778
AYDIN;BALIKESIR;1773
BURSA;MANISA;1773
BOLU;ESKISEHIR;1773
SIVAS;HATAY;1771
YOZGAT;SAKARYA;1770
MERSIN;KAHRAMANMARAS;1762
HATAY;MARDIN;1758
ISTANBUL;KONYA;1758
ZONGULDAK;DUZCE;1751
ARTVIN;ESKISEHIR;1749
ESKISEHIR;KONYA;1748
MALATYA;ESKISEHIR;1745
GIRESUN;DUZCE;1740
ARDAHAN;ZONGULDAK;1737
MALATYA;SAKARYA;1736
BITLIS;MUS;1735
KARABUK;CANKIRI;1732
KONYA;KUTAHYA;1732
BILECIK;KUTAHYA;1730
ERZURUM;SAMSUN;1728
ARDAHAN;ARDAHAN;1722
DUZCE;IZMIR;1720
KILIS;ANTALYA;1717
BITLIS;DIYARBAKIR;1712
CORUM;MANISA;1708
SANLIURFA;MANISA;1708
KARABUK;HATAY;1707
BURSA;CANAKKALE;1704
VAN;MANISA;1703
NIGDE;ESKISEHIR;1703
IZMIR;TEKIRDAG;1701
ESKISEHIR;SAKARYA;1700
BAYBURT;TEKIRDAG;1700
VAN;SAKARYA;1698
SAKARYA;ESKISEHIR;1696
KONYA;HATAY;1687
YOZGAT;SIVAS;1681
ORDU;EDIRNE;1677
HATAY;ESKISEHIR;1677
DIYARBAKIR;MUS;1674
ADIYAMAN;HATAY;1662
SANLIURFA;KONYA;1661
ANKARA;MANISA;1658
KARABUK;BURSA;1658
ISTANBUL;GIRESUN;1657
GIRESUN;YALOVA;1650
CANKIRI;AYDIN;1648
DIYARBAKIR;MALATYA;1643
GUMUSHANE;ZONGULDAK;1643
ISPARTA;KOCAELI;1641
GAZIANTEP;ADIYAMAN;1640
VAN;BALIKESIR;1637
ELAZIG;HATAY;1637
VAN;DENIZLI;1633
GAZIANTEP;KONYA;1628
ISTANBUL;SAMSUN;1626
KARS;ADANA;1625
TOKAT;KONYA;1622
SAMSUN;ZONGULDAK;1614
KIRSEHIR;MERSIN;1607
AKSARAY;AYDIN;1606
SIIRT;BITLIS;1605
MERSIN;ESKISEHIR;1604
AMASYA;MUGLA;1602
ELAZIG;KAYSERI;1600
USAK;KUTAHYA;1594
SINOP;ANTALYA;1592
EDIRNE;CANAKKALE;1590
KIRSEHIR;MUGLA;1589
SIVAS;DENIZLI;1588
TOKAT;EDIRNE;1586
MANISA;ESKISEHIR;1585
ISTANBUL;MANISA;1576
AFYONKARAHISAR;BURDUR;1576
ADANA;BALIKESIR;1575
KAYSERI;HATAY;1570
BAYBURT;BAYBURT;1567
ERZINCAN;MERSIN;1566
AGRI;DUZCE;1566
SANLIURFA;TEKIRDAG;1565
KUTAHYA;MUGLA;1559
AKSARAY;NIGDE;1558
NEVSEHIR;AYDIN;1554
MERSIN;SANLIURFA;1551
NIGDE;TEKIRDAG;1546
KUTAHYA;AFYONKARAHISAR;1540
CANKIRI;KIRIKKALE;1536
ERZURUM;CANAKKALE;1536
NEVSEHIR;AKSARAY;1535
SIIRT;TEKIRDAG;1533
TRABZON;HATAY;1530
TRABZON;KONYA;1528
KARS;MUGLA;1528
AKSARAY;NEVSEHIR;1517
DENIZLI;ISPARTA;1517
GUMUSHANE;TEKIRDAG;1516
RIZE;MUGLA;1516
ADANA;DIYARBAKIR;1516
IGDIR;TEKIRDAG;1516
YOZGAT;ESKISEHIR;1515
ELAZIG;KONYA;1514
ERZINCAN;YALOVA;1514
ISPARTA;ESKISEHIR;1513
MUS;MALATYA;1510
GUMUSHANE;AYDIN;1510
AKSARAY;TEKIRDAG;1505
OSMANIYE;KAYSERI;1502
ANKARA;SAKARYA;1499
ISPARTA;MUGLA;1499
MERSIN;KAYSERI;1498
TOKAT;ESKISEHIR;1496
ELAZIG;MANISA;1495
AYDIN;KOCAELI;1494
TEKIRDAG;CANAKKALE;1489
SAKARYA;ZONGULDAK;1484
IGDIR;KARS;1479
SINOP;BALIKESIR;1477
DIYARBAKIR;KONYA;1476
HATAY;SANLIURFA;1475
ORDU;ESKISEHIR;1469
GIRESUN;AYDIN;1468
KARABUK;TEKIRDAG;1466
OSMANIYE;MUGLA;1461
ERZINCAN;MUGLA;1459
TRABZON;GUMUSHANE;1456
ZONGULDAK;MUGLA;1452
RIZE;BALIKESIR;1451
ANKARA;SAMSUN;1446
KARS;YALOVA;1443
ORDU;KONYA;1442
ZONGULDAK;SAKARYA;1435
ESKISEHIR;MANISA;1433
MERSIN;NIGDE;1432
MANISA;KONYA;1429
KARABUK;ANTALYA;1429
KAHRAMANMARAS;ADIYAMAN;1428
TOKAT;MANISA;1428
KARABUK;BOLU;1428
KONYA;SAKARYA;1424
ERZURUM;KARS;1420
KOCAELI;TEKIRDAG;1418
ERZINCAN;MANISA;1418
ISTANBUL;ZONGULDAK;1417
SIVAS;CANAKKALE;1416
CORUM;KAYSERI;1414
CANKIRI;KASTAMONU;1413
ADANA;ESKISEHIR;1407
BINGOL;MUS;1406
OSMANIYE;KOCAELI;1406
KASTAMONU;MUGLA;1406
SAKARYA;YALOVA;1404
AMASYA;KONYA;1399
MUS;AGRI;1396
BILECIK;ANTALYA;1394
NEVSEHIR;ADANA;1393
CANKIRI;KONYA;1393
GUMUSHANE;SAKARYA;1392
NIGDE;HATAY;1391
KAYSERI;KAHRAMANMARAS;1387
DUZCE;ANTALYA;1386
AYDIN;ESKISEHIR;1386
AMASYA;BALIKESIR;1384
ADIYAMAN;USAK;1383
SAKARYA;BALIKESIR;1381
ERZURUM;KIRKLARELI;1377
BAYBURT;SAMSUN;1376
SIVAS;ZONGULDAK;1375
ORDU;AMASYA;1375
KIRSEHIR;BALIKESIR;1374
ERZURUM;DUZCE;1370
CANAKKALE;ANTALYA;1369
YOZGAT;NEVSEHIR;1361
KIRIKKALE;KIRSEHIR;1360
GUMUSHANE;GIRESUN;1355
RIZE;ARTVIN;1351
KARAMAN;AYDIN;1350
AFYONKARAHISAR;TEKIRDAG;1349
BALIKESIR;EDIRNE;1347
ELAZIG;ESKISEHIR;1347
VAN;AGRI;1347
SIRNAK;ANKARA;1344
AKSARAY;KIRSEHIR;1343
KIRIKKALE;CANKIRI;1342
DENIZLI;BALIKESIR;1340
DENIZLI;KONYA;1339
AGRI;USAK;1338
DENIZLI;ESKISEHIR;1338
GIRESUN;BALIKESIR;1336
KIRKLARELI;ANTALYA;1335
BINGOL;ANTALYA;1330
TRABZON;CANAKKALE;1325
GUMUSHANE;BALIKESIR;1319
BALIKESIR;KONYA;1318
TRABZON;KIRKLARELI;1317
KASTAMONU;KIRKLARELI;1316
CANAKKALE;AYDIN;1316
ERZURUM;HATAY;1314
AFYONKARAHISAR;SAKARYA;1311
ERZURUM;BILECIK;1308
SIRNAK;MANISA;1307
TOKAT;MERSIN;1306
SIRNAK;DIYARBAKIR;1306
NIGDE;MANISA;1305
SAKARYA;MUGLA;1304
KAYSERI;KIRSEHIR;1303
TEKIRDAG;ANTALYA;1303
USAK;AFYONKARAHISAR;1301
BAYBURT;YALOVA;1300
DENIZLI;KOCAELI;1298
KIRIKKALE;KONYA;1296
AYDIN;KONYA;1294
USAK;MUGLA;1291
ERZINCAN;ERZURUM;1291
MALATYA;DIYARBAKIR;1290
ADIYAMAN;OSMANIYE;1290
MUS;GAZIANTEP;1288
TUNCELI;MANISA;1287
MERSIN;MARDIN;1282
USAK;BURSA;1282
GUMUSHANE;EDIRNE;1272
BATMAN;KOCAELI;1270
ANKARA;DENIZLI;1267
RIZE;ERZURUM;1265
ISTANBUL;TRABZON;1262
SAMSUN;MANISA;1262
OSMANIYE;AYDIN;1262
ORDU;RIZE;1262
ERZURUM;KUTAHYA;1261
VAN;HAKKARI;1260
ANKARA;CANAKKALE;1260
KARABUK;BARTIN;1257
SANLIURFA;BALIKESIR;1256
SAMSUN;MERSIN;1256
CORUM;YOZGAT;1254
ADANA;MALATYA;1250
ADANA;MANISA;1247
IZMIR;AFYONKARAHISAR;1246
KIRIKKALE;MUGLA;1245
KIRSEHIR;ESKISEHIR;1245
KAYSERI;MANISA;1244
IZMIR;USAK;1244
ANKARA;AFYONKARAHISAR;1243
KARS;DUZCE;1242
MERSIN;BALIKESIR;1241
ELAZIG;TEKIRDAG;1241
YOZGAT;SAMSUN;1235
KAHRAMANMARAS;BALIKESIR;1233
KASTAMONU;BARTIN;1232
SIVAS;GAZIANTEP;1230
NIGDE;MUGLA;1230
ARDAHAN;ANTALYA;1229
NIGDE;NEVSEHIR;1228
KARS;IGDIR;1227
ERZINCAN;ESKISEHIR;1218
VAN;BITLIS;1218
BITLIS;YALOVA;1212
BINGOL;MANISA;1211
ISTANBUL;DENIZLI;1211
KIRIKKALE;CORUM;1210
MALATYA;DENIZLI;1210
KIRIKKALE;KAYSERI;1210
TEKIRDAG;BALIKESIR;1209
GAZIANTEP;BALIKESIR;1208
BATMAN;MUS;1204
MERSIN;MALATYA;1203
SIRNAK;HAKKARI;1202
BAYBURT;ANTALYA;1200
ANTALYA;ESKISEHIR;1197
YOZGAT;CANKIRI;1196
EDIRNE;BALIKESIR;1192
ADANA;DENIZLI;1191
ARTVIN;BALIKESIR;1190
KASTAMONU;AYDIN;1190
GIRESUN;MUGLA;1188
KOCAELI;MUGLA;1188
SAMSUN;KIRKLARELI;1187
ORDU;KIRKLARELI;1186
ANTALYA;MERSIN;1183
YOZGAT;YALOVA;1183
TUNCELI;TEKIRDAG;1180
ISTANBUL;DUZCE;1180
HATAY;DIYARBAKIR;1179
MERSIN;DIYARBAKIR;1178
SIIRT;KONYA;1176
TRABZON;ARTVIN;1174
ANKARA;ISPARTA;1171
ERZURUM;ZONGULDAK;1170
BALIKESIR;SAKARYA;1169
BOLU;AYDIN;1168
IGDIR;AGRI;1168
KARAMAN;ADANA;1167
MANISA;TEKIRDAG;1166
CANKIRI;TEKIRDAG;1165
SAKARYA;AYDIN;1164
IZMIR;ISPARTA;1163
IZMIR;ADANA;1161
RIZE;MERSIN;1160
HATAY;BALIKESIR;1157
IZMIR;KUTAHYA;1157
MERSIN;ADIYAMAN;1157
TOKAT;CORUM;1157
SAMSUN;GIRESUN;1156
BATMAN;HATAY;1153
ORDU;YALOVA;1153
SAMSUN;CANAKKALE;1152
AMASYA;ESKISEHIR;1152
DIYARBAKIR;ESKISEHIR;1150
KAYSERI;KIRIKKALE;1146
MANISA;CANAKKALE;1144
SINOP;SAKARYA;1141
KASTAMONU;SINOP;1140
ANKARA;HATAY;1136
KIRIKKALE;BALIKESIR;1135
ANKARA;KUTAHYA;1135
IZMIR;MERSIN;1130
MERSIN;TEKIRDAG;1128
KIRSEHIR;MANISA;1128
ADIYAMAN;KOCAELI;1128
MERSIN;OSMANIYE;1125
AGRI;MUS;1124
BARTIN;IZMIR;1122
TOKAT;YALOVA;1121
BALIKESIR;DENIZLI;1121
TEKIRDAG;ESKISEHIR;1120
NIGDE;BALIKESIR;1117
MUGLA;MANISA;1117
CORUM;TOKAT;1115
ADANA;SAKARYA;1114
ARTVIN;TEKIRDAG;1113
GAZIANTEP;TEKIRDAG;1110
KIRSEHIR;NEVSEHIR;1107
KARS;EDIRNE;1102
ZONGULDAK;BALIKESIR;1101
GAZIANTEP;ESKISEHIR;1099
SAMSUN;ERZURUM;1098
ANKARA;CORUM;1098
GUMUSHANE;KONYA;1098
SANLIURFA;MALATYA;1098
ERZURUM;MUS;1098
KONYA;ZONGULDAK;1097
KARABUK;KASTAMONU;1096
KASTAMONU;KONYA;1093
AKSARAY;KAYSERI;1092
CANKIRI;BALIKESIR;1090
KAHRAMANMARAS;MANISA;1089
ADIYAMAN;KONYA;1087
SIVAS;EDIRNE;1084
SANLIURFA;ESKISEHIR;1083
KAYSERI;SAKARYA;1081
DIYARBAKIR;VAN;1081
ERZURUM;EDIRNE;1080
ISPARTA;MANISA;1079
CANAKKALE;MANISA;1078
MALATYA;SANLIURFA;1078
SINOP;MANISA;1074
ANTALYA;MANISA;1074
SIIRT;MARDIN;1072
ISTANBUL;KASTAMONU;1064
KONYA;USAK;1063
NIGDE;SAKARYA;1063
MUS;MUGLA;1062
ADIYAMAN;TEKIRDAG;1061
IGDIR;ANTALYA;1060
TOKAT;YOZGAT;1059
SAMSUN;EDIRNE;1056
ORDU;CANAKKALE;1055
KONYA;ERZURUM;1052
MANISA;AFYONKARAHISAR;1050
EDIRNE;ANTALYA;1049
BAYBURT;ERZURUM;1048
ARDAHAN;YALOVA;1048
KAHRAMANMARAS;ESKISEHIR;1048
TRABZON;AMASYA;1047
SINOP;MUGLA;1046
BINGOL;OSMANIYE;1045
SAKARYA;BOLU;1045
NEVSEHIR;NIGDE;1043
BINGOL;ERZINCAN;1042
KARS;MERSIN;1042
AYDIN;ISPARTA;1039
KOCAELI;BALIKESIR;1035
BILECIK;BALIKESIR;1033
MALATYA;KIRKLARELI;1032
BURSA;KONYA;1031
KONYA;KIRKLARELI;1031
SAMSUN;RIZE;1028
OSMANIYE;TEKIRDAG;1028
CANKIRI;MUGLA;1025
ANKARA;KIRSEHIR;1021
HAKKARI;ANTALYA;1020
ORDU;DENIZLI;1016
ARTVIN;KONYA;1014
SIVAS;DUZCE;1013
SAMSUN;DENIZLI;1013
HATAY;DENIZLI;1011
HAKKARI;ANKARA;1011
MUS;KAHRAMANMARAS;1011
KIRIKKALE;ESKISEHIR;1010
ANTALYA;DENIZLI;1009
KAYSERI;DENIZLI;1009
KIRKLARELI;BALIKESIR;1008
SIVAS;KIRKLARELI;1008
ARDAHAN;BALIKESIR;1007
DIYARBAKIR;SAKARYA;1006
TOKAT;ADANA;1006
MUS;KONYA;1005
KAYSERI;AKSARAY;1004
SIIRT;MUGLA;1001
KASTAMONU;SAMSUN;999
ANKARA;YOZGAT;998
SIVAS;YOZGAT;998
GAZIANTEP;MARDIN;998
ARTVIN;MUGLA;996
CANAKKALE;MUGLA;995
GAZIANTEP;KAYSERI;995
KASTAMONU;EDIRNE;994
BITLIS;BATMAN;994
USAK;BALIKESIR;994
NEVSEHIR;MUGLA;992
MALATYA;EDIRNE;992
AMASYA;MERSIN;991
KUTAHYA;DENIZLI;991
BITLIS;SIIRT;990
KAYSERI;GAZIANTEP;990
SIRNAK;BURSA;989
AKSARAY;MUGLA;988
RIZE;EDIRNE;988
ERZINCAN;KONYA;988
OSMANIYE;SANLIURFA;987
NEVSEHIR;TEKIRDAG;987
ERZURUM;MALATYA;985
KONYA;GAZIANTEP;984
MERSIN;MANISA;981
BITLIS;TEKIRDAG;978
NEVSEHIR;BALIKESIR;977
GUMUSHANE;MERSIN;977
MARDIN;ESKISEHIR;976
BARTIN;BURSA;976
BAYBURT;ERZINCAN;975
BURDUR;KONYA;974
ANKARA;YALOVA;972
KIRSEHIR;ADANA;972
GUMUSHANE;KIRKLARELI;971
SIVAS;ERZURUM;971
SIIRT;HATAY;969
KASTAMONU;YALOVA;968
SIVAS;AMASYA;968
KARS;AGRI;966
SAMSUN;KAYSERI;965
KARS;DENIZLI;964
ERZURUM;ARTVIN;964
AFYONKARAHISAR;BILECIK;962
ESKISEHIR;CANAKKALE;961
TUNCELI;HATAY;961
KAHRAMANMARAS;SANLIURFA;960
BOLU;MUGLA;960
AYDIN;AFYONKARAHISAR;960
ESKISEHIR;MERSIN;959
ADANA;ADIYAMAN;958
DUZCE;TEKIRDAG;957
KARAMAN;KOCAELI;955
NIGDE;DENIZLI;954
SIRNAK;AYDIN;954
SAMSUN;DUZCE;953
TRABZON;EDIRNE;952
MALATYA;SAMSUN;951
KARABUK;SAKARYA;950
AMASYA;MANISA;949
KILIS;BURSA;947
MALATYA;CANAKKALE;946
MUGLA;BURSA;946
ZONGULDAK;ESKISEHIR;945
BITLIS;OSMANIYE;944
TOKAT;ORDU;944
USAK;ESKISEHIR;943
MERSIN;DENIZLI;943
ADIYAMAN;MUGLA;942
ESKISEHIR;YALOVA;941
ISPARTA;BALIKESIR;939
ANKARA;EDIRNE;936
ORDU;MERSIN;933
ANKARA;TRABZON;929
ANKARA;KASTAMONU;928
BARTIN;ANTALYA;928
ANKARA;ERZURUM;928
IGDIR;ERZURUM;926
RIZE;MANISA;925
KUTAHYA;KONYA;925
CORUM;ZONGULDAK;925
ESKISEHIR;DENIZLI;923
GUMUSHANE;MUGLA;922
ZONGULDAK;MANISA;922
KONYA;SAMSUN;919
ELAZIG;SAKARYA;918
KONYA;MARDIN;918
KARABUK;AYDIN;916
AGRI;YALOVA;915
TRABZON;BOLU;915
KASTAMONU;HATAY;914
KAHRAMANMARAS;MARDIN;912
SIVAS;ERZINCAN;912
CANKIRI;ESKISEHIR;911
ANTALYA;KOCAELI;907
CORUM;DENIZLI;906
ANKARA;DIYARBAKIR;906
OSMANIYE;MARDIN;902
ANKARA;SIVAS;901
ERZURUM;AGRI;901
KONYA;CANAKKALE;900
CORUM;ADANA;900
ADANA;AKSARAY;899
GIRESUN;ESKISEHIR;899
USAK;KONYA;899
TRABZON;ADANA;899
ISTANBUL;KUTAHYA;898
RIZE;ESKISEHIR;898
SAMSUN;ADANA;896
ISTANBUL;KAYSERI;896
ORDU;DUZCE;896
SANLIURFA;KAHRAMANMARAS;895
AMASYA;SAKARYA;892
ISTANBUL;ORDU;891
MUS;ERZURUM;891
GAZIANTEP;DIYARBAKIR;889
ADANA;ELAZIG;887
KAYSERI;ERZURUM;887
SIRNAK;DENIZLI;887
HATAY;KAYSERI;886
SIVAS;KUTAHYA;886
ADANA;ERZURUM;884
KIRKLARELI;CANAKKALE;883
KIRSEHIR;AKSARAY;881
ADIYAMAN;DIYARBAKIR;880
KONYA;DIYARBAKIR;879
ARDAHAN;ERZURUM;877
BAYBURT;ESKISEHIR;875
KASTAMONU;ESKISEHIR;874
TOKAT;KIRKLARELI;870
KAYSERI;ISPARTA;868
GIRESUN;KIRKLARELI;867
VAN;BILECIK;866
SIVAS;KARABUK;865
AMASYA;KAYSERI;863
BATMAN;GAZIANTEP;862
YOZGAT;DENIZLI;861
SIVAS;BOLU;860
ADANA;CANAKKALE;859
CANAKKALE;KIRKLARELI;858
KOCAELI;ESKISEHIR;857
ERZURUM;SIVAS;857
KIRSEHIR;TEKIRDAG;857
GIRESUN;RIZE;857
MERSIN;ERZURUM;856
KONYA;OSMANIYE;856
KIRIKKALE;MERSIN;855
HATAY;KILIS;854
ISTANBUL;BOLU;852
EDIRNE;AYDIN;850
ANTALYA;AFYONKARAHISAR;849
YALOVA;ANKARA;849
ADANA;NEVSEHIR;845
CANKIRI;MERSIN;844
BALIKESIR;KIRKLARELI;843
KAHRAMANMARAS;DIYARBAKIR;843
SAMSUN;SIVAS;842
ISTANBUL;HATAY;841
CANAKKALE;ESKISEHIR;840
MUS;BINGOL;838
KAHRAMANMARAS;ERZURUM;837
ELAZIG;SANLIURFA;837
SINOP;KARABUK;836
ARDAHAN;ESKISEHIR;836
ELAZIG;KAHRAMANMARAS;834
BURSA;EDIRNE;833
KONYA;BURDUR;833
BURDUR;AFYONKARAHISAR;833
BITLIS;GAZIANTEP;826
MUS;ELAZIG;826
IGDIR;KIRKLARELI;825
TOKAT;KIRIKKALE;823
CORUM;CANAKKALE;822
SIVAS;KAHRAMANMARAS;822
BOLU;KONYA;819
ERZINCAN;SAKARYA;818
KAYSERI;SAMSUN;818
SINOP;AYDIN;818
ERZURUM;VAN;817
MALATYA;YALOVA;816
ELAZIG;YALOVA;815
ERZURUM;KIRSEHIR;815
MARDIN;YALOVA;814
KAHRAMANMARAS;DENIZLI;812
YALOVA;IZMIR;808
IZMIR;EDIRNE;808
MALATYA;VAN;807
SIIRT;DENIZLI;805
YOZGAT;CANAKKALE;803
TOKAT;ERZURUM;803
GIRESUN;KONYA;803
TRABZON;KIRIKKALE;803
SIRNAK;KOCAELI;802
ARDAHAN;SAKARYA;801
ESKISEHIR;ADANA;801
ERZURUM;TOKAT;798
KIRIKKALE;YOZGAT;795
BATMAN;MUGLA;790
AFYONKARAHISAR;ADANA;790
KIRKLARELI;ESKISEHIR;788
ERZURUM;ELAZIG;788
MUGLA;ESKISEHIR;788
NEVSEHIR;YOZGAT;787
KAYSERI;ZONGULDAK;787
ISPARTA;TEKIRDAG;787
SIVAS;ORDU;787
VAN;CANAKKALE;786
AFYONKARAHISAR;MERSIN;785
KAYSERI;EDIRNE;784
KOCAELI;AYDIN;782
KAYSERI;OSMANIYE;781
KUTAHYA;TEKIRDAG;781
MUGLA;BALIKESIR;780
BAYBURT;ZONGULDAK;780
TEKIRDAG;AYDIN;780
VAN;ESKISEHIR;779
