from_city;to_city;migration
ORDU;OSMANIYE;74
SIIRT;DUZCE;74
BALIKESIR;OSMANIYE;73
KASTAMONU;BURDUR;73
HAKKARI;ESKISEHIR;73
USAK;ELAZIG;73
BOLU;SANLIURFA;73
MUGLA;AKSARAY;73
IGDIR;SIVAS;73
YALOVA;SAMSUN;73
ORDU;ADIYAMAN;73
TUNCELI;MUS;73
HAKKARI;SANLIURFA;73
BOLU;VAN;73
BURDUR;BILECIK;73
DENIZLI;KIRSEHIR;73
KARABUK;RIZE;72
AGRI;GIRESUN;72
MUGLA;SIRNAK;72
MUGLA;AMASYA;72
BOLU;MALATYA;72
ERZINCAN;NIGDE;72
BURDUR;BOLU;72
BURSA;KIRSEHIR;72
HAKKARI;MARDIN;72
TEKIRDAG;VAN;72
ERZINCAN;AGRI;72
BITLIS;ZONGULDAK;72
KARABUK;SANLIURFA;72
KIRSEHIR;IGDIR;72
KUTAHYA;KARS;72
USAK;KARS;72
KILIS;NEVSEHIR;72
ARTVIN;SANLIURFA;72
DENIZLI;RIZE;72
ISPARTA;BARTIN;72
KARAMAN;OSMANIYE;72
BURDUR;AKSARAY;71
GAZIANTEP;SINOP;71
BURDUR;YALOVA;71
BARTIN;ORDU;71
BOLU;USAK;71
GIRESUN;SIRNAK;71
KASTAMONU;KARS;71
KAYSERI;ARDAHAN;71
NEVSEHIR;SINOP;71
BINGOL;KIRKLARELI;71
BAYBURT;DIYARBAKIR;71
KUTAHYA;KARAMAN;71
ESKISEHIR;ARTVIN;71
MERSIN;ARDAHAN;71
BINGOL;KARS;71
MUS;YOZGAT;71
VAN;CORUM;70
SINOP;ELAZIG;70
ORDU;ARDAHAN;70
AYDIN;OSMANIYE;70
NEVSEHIR;BURDUR;70
KILIS;SIVAS;70
DENIZLI;KARABUK;70
AGRI;CORUM;70
ERZINCAN;MARDIN;70
BURDUR;YOZGAT;70
ANKARA;BAYBURT;70
AMASYA;ARTVIN;70
SIIRT;AGRI;70
AKSARAY;KARABUK;70
AYDIN;HAKKARI;70
USAK;NEVSEHIR;70
MARDIN;GIRESUN;70
USAK;KASTAMONU;70
YOZGAT;ARDAHAN;70
KARAMAN;TOKAT;69
EDIRNE;VAN;69
YOZGAT;GUMUSHANE;69
SIIRT;TRABZON;69
ARTVIN;NIGDE;69
BARTIN;ERZURUM;69
BURDUR;BITLIS;69
BALIKESIR;KIRSEHIR;69
IGDIR;DIYARBAKIR;69
KARABUK;CORUM;69
KUTAHYA;BITLIS;69
KIRKLARELI;HATAY;69
KIRIKKALE;RIZE;69
SIIRT;KIRIKKALE;69
GUMUSHANE;DIYARBAKIR;69
KIRKLARELI;VAN;69
USAK;TOKAT;69
IZMIR;ARDAHAN;69
TUNCELI;BATMAN;68
SINOP;MALATYA;68
BATMAN;KIRSEHIR;68
KOCAELI;TOKAT;68
BURDUR;ELAZIG;68
AGRI;GUMUSHANE;68
OSMANIYE;IGDIR;68
BITLIS;KASTAMONU;68
MUS;CANKIRI;68
AKSARAY;MUS;68
KIRKLARELI;ORDU;68
BITLIS;TOKAT;68
MARDIN;TUNCELI;68
BILECIK;MALATYA;68
AGRI;BINGOL;68
DUZCE;DIYARBAKIR;68
MUS;ADIYAMAN;68
ARDAHAN;SANLIURFA;68
SAKARYA;AMASYA;68
YALOVA;TRABZON;68
ANTALYA;BITLIS;67
AMASYA;GUMUSHANE;67
BOLU;SIVAS;67
BURDUR;SIRNAK;67
VAN;ARTVIN;67
BURSA;IGDIR;67
KAHRAMANMARAS;BAYBURT;67
EDIRNE;MALATYA;67
EDIRNE;KASTAMONU;67
MARDIN;SINOP;67
GIRESUN;KIRSEHIR;67
IGDIR;BITLIS;67
AYDIN;SINOP;67
MUS;NIGDE;67
TEKIRDAG;MALATYA;67
ESKISEHIR;ARDAHAN;67
HATAY;GUMUSHANE;67
KUTAHYA;NEVSEHIR;67
MALATYA;GUMUSHANE;66
USAK;TUNCELI;66
KOCAELI;ARTVIN;66
SAKARYA;AKSARAY;66
MARDIN;KARAMAN;66
ELAZIG;ARDAHAN;66
KASTAMONU;ERZINCAN;66
ARTVIN;NEVSEHIR;66
KILIS;BOLU;66
ARDAHAN;GIRESUN;66
YALOVA;KUTAHYA;66
MERSIN;GUMUSHANE;66
SIVAS;BAYBURT;66
AFYONKARAHISAR;BAYBURT;65
RIZE;ARDAHAN;65
DENIZLI;HAKKARI;65
YALOVA;ZONGULDAK;65
GUMUSHANE;BURDUR;65
ESKISEHIR;BAYBURT;65
TUNCELI;CORUM;65
BOLU;AMASYA;65
MUS;KIRIKKALE;65
KIRKLARELI;GAZIANTEP;65
ANTALYA;ERZINCAN;65
NEVSEHIR;SIIRT;65
BATMAN;KASTAMONU;65
ISPARTA;SIIRT;65
BARTIN;ISPARTA;65
BATMAN;ERZINCAN;65
MUGLA;ERZINCAN;65
SINOP;USAK;65
ZONGULDAK;GUMUSHANE;65
BARTIN;BILECIK;65
SIRNAK;NIGDE;64
KARAMAN;BATMAN;64
BATMAN;BILECIK;64
ARDAHAN;TUNCELI;64
IGDIR;BAYBURT;64
ISPARTA;KIRSEHIR;64
ZONGULDAK;AGRI;64
MUGLA;BITLIS;64
BILECIK;MARDIN;64
BOLU;RIZE;64
MANISA;GUMUSHANE;64
BURDUR;TUNCELI;64
BALIKESIR;BAYBURT;64
ARTVIN;AGRI;64
GIRESUN;ADIYAMAN;64
KARS;BATMAN;64
AFYONKARAHISAR;GUMUSHANE;64
KARAMAN;CANKIRI;64
DUZCE;GAZIANTEP;64
TEKIRDAG;ORDU;64
CANAKKALE;RIZE;64
MARDIN;CORUM;64
TOKAT;ARDAHAN;63
BURSA;ARDAHAN;63
KASTAMONU;BATMAN;63
ZONGULDAK;BITLIS;63
SIRNAK;MALATYA;63
BINGOL;AKSARAY;63
DENIZLI;SINOP;63
CANKIRI;ADIYAMAN;63
ZONGULDAK;KARS;63
KARABUK;ELAZIG;63
BINGOL;ADIYAMAN;63
ERZINCAN;KIRSEHIR;63
ADIYAMAN;HAKKARI;63
ZONGULDAK;KARAMAN;63
TUNCELI;TRABZON;63
BURSA;SIIRT;63
KUTAHYA;ADIYAMAN;63
USAK;AMASYA;63
MUGLA;AGRI;63
CANAKKALE;KARS;63
BOLU;GIRESUN;63
SAKARYA;SINOP;63
USAK;SIRNAK;63
BATMAN;SAMSUN;63
BOLU;KIRSEHIR;63
BURDUR;BATMAN;63
SIRNAK;KAHRAMANMARAS;62
BINGOL;CORUM;62
BARTIN;CORUM;62
BILECIK;TRABZON;62
TEKIRDAG;KARABUK;62
CANAKKALE;ERZINCAN;62
ZONGULDAK;ARTVIN;62
AKSARAY;HAKKARI;62
BURSA;KARAMAN;62
BAYBURT;CANKIRI;62
MUGLA;BATMAN;62
CANKIRI;BITLIS;62
KARS;OSMANIYE;62
ARDAHAN;KAHRAMANMARAS;62
AGRI;ADIYAMAN;62
EDIRNE;BARTIN;62
BARTIN;MARDIN;62
MUGLA;KARAMAN;62
BARTIN;DIYARBAKIR;62
SINOP;KARAMAN;62
BATMAN;BINGOL;62
CORUM;BAYBURT;61
BITLIS;AKSARAY;61
ISTANBUL;KILIS;61
BURDUR;AGRI;61
TEKIRDAG;BURDUR;61
GUMUSHANE;VAN;61
USAK;GIRESUN;61
KIRSEHIR;ARTVIN;61
ARDAHAN;AKSARAY;61
MALATYA;BAYBURT;61
SINOP;NEVSEHIR;61
CANAKKALE;KARABUK;61
BATMAN;BOLU;61
ARTVIN;BAYBURT;61
KIRIKKALE;OSMANIYE;61
KILIS;NIGDE;61
TEKIRDAG;SIVAS;61
SINOP;KAHRAMANMARAS;61
MUGLA;GIRESUN;61
ZONGULDAK;USAK;61
ISPARTA;HAKKARI;60
BURSA;BAYBURT;60
KOCAELI;AMASYA;60
ANKARA;KILIS;60
ANTALYA;KARABUK;60
EDIRNE;KARABUK;60
KILIS;SIRNAK;60
TEKIRDAG;AMASYA;60
KIRKLARELI;TOKAT;60
GIRESUN;KARAMAN;60
GIRESUN;HAKKARI;60
ANTALYA;RIZE;60
ANTALYA;MUS;60
MANISA;BAYBURT;60
KIRKLARELI;BURDUR;60
MUGLA;KARS;60
BATMAN;SIVAS;60
KUTAHYA;MUS;60
ERZINCAN;BATMAN;60
KARS;TUNCELI;60
USAK;KIRIKKALE;60
TUNCELI;BITLIS;60
GUMUSHANE;ELAZIG;60
BITLIS;HAKKARI;60
KIRKLARELI;MALATYA;59
KARS;BAYBURT;59
BURDUR;ORDU;59
ZONGULDAK;ELAZIG;59
DENIZLI;IGDIR;59
CANKIRI;OSMANIYE;59
KARAMAN;AMASYA;59
ARTVIN;KARAMAN;59
IGDIR;RIZE;59
BARTIN;AFYONKARAHISAR;59
ARDAHAN;NIGDE;59
VAN;ORDU;59
TEKIRDAG;TOKAT;59
ARDAHAN;BATMAN;59
KIRKLARELI;SIVAS;59
KIRIKKALE;ARTVIN;59
TEKIRDAG;SINOP;59
CANKIRI;SIIRT;59
USAK;BITLIS;58
KASTAMONU;SIIRT;58
USAK;CORUM;58
TRABZON;SIIRT;58
CANAKKALE;GIRESUN;58
TUNCELI;BURDUR;58
ARTVIN;IGDIR;58
AYDIN;ARTVIN;58
EDIRNE;ORDU;58
KASTAMONU;ADIYAMAN;58
ANTALYA;GUMUSHANE;58
KIRSEHIR;GUMUSHANE;58
DIYARBAKIR;RIZE;58
SINOP;MARDIN;58
BILECIK;GAZIANTEP;58
USAK;CANKIRI;58
EDIRNE;CANKIRI;58
ESKISEHIR;GUMUSHANE;58
KILIS;DUZCE;58
BINGOL;KIRSEHIR;58
SAKARYA;YOZGAT;58
CANKIRI;MUS;58
KIRKLARELI;USAK;58
TEKIRDAG;BARTIN;58
SINOP;VAN;57
USAK;YOZGAT;57
ADIYAMAN;RIZE;57
KIRIKKALE;IGDIR;57
USAK;SIIRT;57
BITLIS;BURDUR;57
BURSA;HAKKARI;57
KARAMAN;CORUM;57
SAKARYA;KARAMAN;57
KILIS;TOKAT;57
AMASYA;KARAMAN;57
GUMUSHANE;KARS;57
KAYSERI;KILIS;57
RIZE;NEVSEHIR;57
GUMUSHANE;KAHRAMANMARAS;57
KOCAELI;NIGDE;57
KUTAHYA;SIIRT;57
KILIS;CANKIRI;56
TUNCELI;AMASYA;56
SANLIURFA;HAKKARI;56
KOCAELI;MARDIN;56
CANAKKALE;BATMAN;56
IGDIR;MARDIN;56
USAK;AKSARAY;56
KARS;BINGOL;56
KARABUK;KAHRAMANMARAS;56
TEKIRDAG;CANKIRI;56
USAK;BARTIN;56
MUS;CORUM;56
MUGLA;BINGOL;56
ISPARTA;GIRESUN;56
EDIRNE;TOKAT;56
BATMAN;AGRI;56
NEVSEHIR;RIZE;56
GUMUSHANE;BINGOL;56
ARTVIN;MUS;56
YOZGAT;BAYBURT;56
USAK;ERZINCAN;56
BILECIK;BATMAN;56
DUZCE;SIVAS;56
BINGOL;RIZE;56
VAN;AMASYA;55
SINOP;AKSARAY;55
EDIRNE;RIZE;55
KAYSERI;GUMUSHANE;55
BATMAN;TRABZON;55
SAKARYA;SIRNAK;55
BITLIS;DUZCE;55
SIIRT;TOKAT;55
MUGLA;KIRSEHIR;55
ISTANBUL;ARDAHAN;55
OSMANIYE;BAYBURT;55
BITLIS;SIVAS;55
CANKIRI;HAKKARI;55
SAKARYA;MUS;55
EDIRNE;BURDUR;55
TEKIRDAG;USAK;55
ERZURUM;KILIS;54
KILIS;KIRKLARELI;54
KARABUK;NIGDE;54
GIRESUN;IGDIR;54
GIRESUN;BITLIS;54
TEKIRDAG;KASTAMONU;54
DUZCE;VAN;54
KUTAHYA;AKSARAY;54
USAK;BATMAN;54
ERZINCAN;ADIYAMAN;54
KUTAHYA;RIZE;54
ISPARTA;ARTVIN;54
KARAMAN;KARS;54
GUMUSHANE;ARTVIN;54
MARDIN;MUS;54
ISTANBUL;MUS;54
DENIZLI;OSMANIYE;54
EDIRNE;KARS;54
EDIRNE;BITLIS;54
CANAKKALE;NEVSEHIR;54
BURDUR;AMASYA;54
ANTALYA;SIIRT;53
ERZINCAN;MUS;53
DUZCE;SANLIURFA;53
IGDIR;ELAZIG;53
MUS;ORDU;53
RIZE;MALATYA;53
NIGDE;IGDIR;53
GIRESUN;SIIRT;53
BOLU;ELAZIG;53
BATMAN;NEVSEHIR;53
KUTAHYA;KIRSEHIR;53
BURDUR;MUS;53
DUZCE;KIRIKKALE;53
SINOP;NIGDE;53
IGDIR;MUS;53
GUMUSHANE;AGRI;53
BARTIN;KAHRAMANMARAS;53
KIRKLARELI;SINOP;53
BURDUR;SIIRT;53
AKSARAY;BARTIN;53
KOCAELI;AKSARAY;53
KARAMAN;ELAZIG;53
BAYBURT;MALATYA;53
BAYBURT;YOZGAT;52
MARDIN;AMASYA;52
TEKIRDAG;SANLIURFA;52
BILECIK;KIRIKKALE;52
GUMUSHANE;NIGDE;52
SIVAS;KILIS;52
KARAMAN;BINGOL;52
BAYBURT;AMASYA;52
BILECIK;VAN;52
HATAY;BAYBURT;52
USAK;KARAMAN;52
KOCAELI;KIRIKKALE;52
KUTAHYA;GIRESUN;52
RIZE;SANLIURFA;52
BURDUR;BINGOL;52
GIRESUN;BATMAN;52
KASTAMONU;KARAMAN;52
YALOVA;RIZE;52
GIRESUN;TUNCELI;52
BITLIS;KIRSEHIR;52
MUGLA;MUS;52
BOLU;NIGDE;52
BILECIK;CANKIRI;52
BINGOL;SIIRT;51
KAYSERI;BAYBURT;51
IGDIR;ORDU;51
SAKARYA;BATMAN;51
CANAKKALE;SIIRT;51
RIZE;BURDUR;51
ISPARTA;SINOP;51
RIZE;IGDIR;51
BARTIN;GIRESUN;51
BARTIN;TOKAT;51
ANTALYA;BARTIN;51
BURSA;OSMANIYE;51
MARDIN;ERZINCAN;51
KARS;SINOP;51
BAYBURT;VAN;51
VAN;KILIS;50
USAK;ORDU;50
MUS;KASTAMONU;50
KARS;SIIRT;50
ERZINCAN;SIRNAK;50
MUGLA;TUNCELI;50
BINGOL;BOLU;50
KARAMAN;TUNCELI;50
RIZE;MARDIN;50
KARS;ADIYAMAN;50
BARTIN;SINOP;50
KIRKLARELI;BARTIN;50
BOLU;SINOP;50
KARABUK;GIRESUN;50
YOZGAT;KILIS;50
AGRI;KARABUK;50
KASTAMONU;TUNCELI;50
AKSARAY;GIRESUN;50
AKSARAY;RIZE;50
EDIRNE;SANLIURFA;50
EDIRNE;AGRI;50
KARAMAN;ORDU;50
BATMAN;BURDUR;50
BATMAN;KIRIKKALE;50
BURSA;ADIYAMAN;50
NIGDE;ARTVIN;50
VAN;TUNCELI;50
MUGLA;KARABUK;50
GUMUSHANE;USAK;50
AYDIN;ARDAHAN;50
ISPARTA;IGDIR;50
KARAMAN;RIZE;49
KARAMAN;KIRIKKALE;49
AMASYA;ARDAHAN;49
DIYARBAKIR;ARDAHAN;49
ZONGULDAK;NEVSEHIR;49
BITLIS;ADIYAMAN;49
SANLIURFA;RIZE;49
SANLIURFA;IGDIR;49
BURSA;GUMUSHANE;49
KARAMAN;BITLIS;49
ISPARTA;OSMANIYE;49
BITLIS;ERZINCAN;49
DUZCE;KAHRAMANMARAS;49
KOCAELI;KAHRAMANMARAS;49
CANAKKALE;KIRIKKALE;49
MUS;AKSARAY;49
ANTALYA;SINOP;49
USAK;KARABUK;49
MANISA;ARDAHAN;49
KOCAELI;CORUM;49
TUNCELI;KASTAMONU;48
SIRNAK;ELAZIG;48
TUNCELI;AGRI;48
SAKARYA;NEVSEHIR;48
BITLIS;KARS;48
ARTVIN;SIRNAK;48
KASTAMONU;ARTVIN;48
BINGOL;BILECIK;48
IGDIR;MALATYA;48
USAK;NIGDE;48
SIRNAK;NEVSEHIR;48
BARTIN;SIVAS;48
KIRKLARELI;CANKIRI;48
MUGLA;RIZE;48
KILIS;AGRI;48
RIZE;AGRI;48
GIRESUN;MUS;48
DUZCE;AKSARAY;48
HAKKARI;DENIZLI;48
ANTALYA;TUNCELI;48
BILECIK;ORDU;48
KIRIKKALE;BAYBURT;48
EDIRNE;BINGOL;48
CANAKKALE;SINOP;48
SINOP;SANLIURFA;48
KARAMAN;MUS;48
KARAMAN;KIRSEHIR;48
USAK;MUS;48
BILECIK;KASTAMONU;48
BILECIK;SIVAS;47
ARTVIN;ADIYAMAN;47
KASTAMONU;GUMUSHANE;47
KOCAELI;SANLIURFA;47
ARTVIN;YOZGAT;47
KOCAELI;VAN;47
KUTAHYA;HAKKARI;47
MERSIN;BAYBURT;47
ERZINCAN;SINOP;47
TEKIRDAG;KARS;47
ERZINCAN;BARTIN;47
ANTALYA;IGDIR;47
KIRKLARELI;CORUM;47
ELAZIG;GUMUSHANE;47
ADIYAMAN;KARABUK;47
BAYBURT;GAZIANTEP;47
YALOVA;DENIZLI;47
YALOVA;ERZURUM;47
DUZCE;YOZGAT;47
SAKARYA;AGRI;47
SIIRT;NEVSEHIR;46
NIGDE;MUS;46
ARDAHAN;BINGOL;46
TUNCELI;DUZCE;46
KASTAMONU;AGRI;46
SAKARYA;BINGOL;46
ARDAHAN;BITLIS;46
SIRNAK;AFYONKARAHISAR;46
KOCAELI;ELAZIG;46
MUS;AMASYA;46
ZONGULDAK;ERZINCAN;46
BURDUR;KARABUK;46
DUZCE;TOKAT;46
SAKARYA;NIGDE;46
ADIYAMAN;IGDIR;46
CANAKKALE;HAKKARI;46
KIRKLARELI;RIZE;46
RIZE;AKSARAY;46
RIZE;YOZGAT;46
BATMAN;KARS;46
BITLIS;IGDIR;46
SIIRT;KARS;46
EDIRNE;CORUM;46
SANLIURFA;SINOP;46
TEKIRDAG;SIRNAK;45
BINGOL;KIRIKKALE;45
BURDUR;DUZCE;45
DENIZLI;ARTVIN;45
TUNCELI;NIGDE;45
ERZINCAN;KARAMAN;45
KIRKLARELI;ELAZIG;45
MUGLA;ADIYAMAN;45
SINOP;SIRNAK;45
BURDUR;HAKKARI;45
SIIRT;SIVAS;45
ADIYAMAN;SINOP;45
BILECIK;TOKAT;45
ARDAHAN;SINOP;45
BURDUR;GIRESUN;45
CANKIRI;ARTVIN;45
MANISA;KILIS;45
ZONGULDAK;ADIYAMAN;45
OSMANIYE;GUMUSHANE;45
KARAMAN;ADIYAMAN;45
EDIRNE;KAHRAMANMARAS;45
BARTIN;VAN;45
BAYBURT;AGRI;45
IGDIR;AMASYA;45
KIRIKKALE;ARDAHAN;45
NEVSEHIR;HAKKARI;45
KIRKLARELI;BATMAN;44
GUMUSHANE;SANLIURFA;44
BAYBURT;ELAZIG;44
BURDUR;CANKIRI;44
HAKKARI;SAKARYA;44
GUMUSHANE;MARDIN;44
DUZCE;TUNCELI;44
ZONGULDAK;HAKKARI;44
USAK;BINGOL;44
SAKARYA;KARS;44
BURDUR;CORUM;44
KIRSEHIR;ARDAHAN;44
EDIRNE;ELAZIG;44
KIRIKKALE;GUMUSHANE;44
IGDIR;SANLIURFA;44
TUNCELI;NEVSEHIR;44
BURDUR;BARTIN;44
ZONGULDAK;SIIRT;43
AGRI;HAKKARI;43
BURDUR;NEVSEHIR;43
ISPARTA;ARDAHAN;43
KILIS;BATMAN;43
DUZCE;USAK;43
YALOVA;ADANA;43
MUGLA;OSMANIYE;43
SAKARYA;ERZINCAN;43
TEKIRDAG;ELAZIG;43
YALOVA;DUZCE;43
KASTAMONU;OSMANIYE;43
SINOP;BAYBURT;43
MUGLA;BARTIN;43
KARAMAN;GIRESUN;43
BATMAN;KARAMAN;43
KOCAELI;KARS;43
KARS;SIRNAK;43
KIRSEHIR;BAYBURT;43
KARABUK;KARAMAN;43
KIRKLARELI;KIRIKKALE;43
ARDAHAN;HAKKARI;43
KARABUK;USAK;43
DENIZLI;ARDAHAN;43
KOCAELI;ERZINCAN;43
EDIRNE;BATMAN;43
KARABUK;NEVSEHIR;43
KIRKLARELI;GIRESUN;43
KASTAMONU;SIRNAK;43
KILIS;AMASYA;43
KOCAELI;USAK;43
KIRKLARELI;AMASYA;43
CANAKKALE;KARAMAN;42
IGDIR;CORUM;42
KILIS;BINGOL;42
SINOP;SIIRT;42
MARDIN;IGDIR;42
KILIS;YOZGAT;42
BATMAN;DUZCE;42
BOLU;BINGOL;42
ARDAHAN;SIRNAK;42
KOCAELI;NEVSEHIR;42
EDIRNE;YOZGAT;42
SAKARYA;TUNCELI;42
BINGOL;CANKIRI;42
SAKARYA;OSMANIYE;42
SAKARYA;IGDIR;42
KIRKLARELI;NIGDE;42
BURDUR;KIRIKKALE;42
SIIRT;BURDUR;42
BARTIN;MALATYA;42
YALOVA;BOLU;42
BILECIK;AMASYA;42
VAN;AKSARAY;42
ANTALYA;ARTVIN;42
BINGOL;NIGDE;42
AYDIN;BAYBURT;41
MARDIN;BARTIN;41
ZONGULDAK;MUS;41
SIRNAK;ISPARTA;41
EDIRNE;GIRESUN;41
CANAKKALE;NIGDE;41
CANAKKALE;BITLIS;41
ZONGULDAK;NIGDE;41
AKSARAY;IGDIR;41
MUS;GIRESUN;41
AYDIN;GUMUSHANE;41
TUNCELI;SIRNAK;41
ISPARTA;RIZE;41
KOCAELI;GUMUSHANE;41
KASTAMONU;BITLIS;41
KOCAELI;KARAMAN;41
BATMAN;TOKAT;41
BITLIS;CORUM;41
DUZCE;MALATYA;41
ARDAHAN;BURDUR;41
BILECIK;AGRI;41
GUMUSHANE;MALATYA;41
KILIS;USAK;41
BAYBURT;SINOP;41
SAKARYA;BITLIS;40
HAKKARI;BINGOL;40
BURDUR;KIRSEHIR;40
MUGLA;ARTVIN;40
MUGLA;SINOP;40
IGDIR;TOKAT;40
DUZCE;BINGOL;40
BINGOL;YOZGAT;40
BATMAN;CANKIRI;40
SIIRT;ORDU;40
GIRESUN;ARDAHAN;40
BAYBURT;AKSARAY;40
BINGOL;SIRNAK;40
TUNCELI;KIRSEHIR;40
KUTAHYA;ARDAHAN;40
ARTVIN;HAKKARI;40
KOCAELI;TUNCELI;40
CANAKKALE;ADIYAMAN;40
BITLIS;AMASYA;39
RIZE;KIRSEHIR;39
AGRI;SINOP;39
USAK;ADIYAMAN;39
KARABUK;KARS;39
IGDIR;YOZGAT;39
KUTAHYA;SINOP;39
KOCAELI;YOZGAT;39
IGDIR;BURDUR;39
BARTIN;ELAZIG;39
IGDIR;KASTAMONU;39
VAN;BARTIN;39
KARAMAN;ERZINCAN;39
KARABUK;OSMANIYE;39
SAKARYA;HAKKARI;39
USAK;IGDIR;39
SINOP;ADIYAMAN;39
BILECIK;AKSARAY;39
SIIRT;KASTAMONU;39
BAYBURT;KAHRAMANMARAS;39
RIZE;NIGDE;39
EDIRNE;ERZINCAN;39
BILECIK;NEVSEHIR;39
DENIZLI;BAYBURT;39
SIIRT;BARTIN;39
IZMIR;BAYBURT;39
DUZCE;NEVSEHIR;39
KOCAELI;MUS;39
TEKIRDAG;KIRIKKALE;39
KILIS;AKSARAY;39
KOCAELI;BURDUR;39
KILIS;GIRESUN;39
ADIYAMAN;ARDAHAN;39
BOLU;AGRI;39
IGDIR;KAHRAMANMARAS;39
GAZIANTEP;GUMUSHANE;39
ARTVIN;OSMANIYE;39
DIYARBAKIR;GUMUSHANE;39
KARS;GUMUSHANE;39
KUTAHYA;NIGDE;39
TUNCELI;ARTVIN;39
KARABUK;KIRSEHIR;38
USAK;RIZE;38
BILECIK;ELAZIG;38
MUS;TUNCELI;38
ERZINCAN;ARDAHAN;38
MARDIN;RIZE;38
IGDIR;CANKIRI;38
DUZCE;ARTVIN;38
BOLU;KARAMAN;38
NIGDE;GUMUSHANE;38
ARTVIN;BITLIS;38
BURDUR;SINOP;38
BALIKESIR;KILIS;38
TUNCELI;ORDU;38
DIYARBAKIR;KARABUK;38
KARABUK;TUNCELI;38
BILECIK;SANLIURFA;38
BARTIN;AKSARAY;38
KIRKLARELI;TUNCELI;38
ESKISEHIR;KILIS;38
HAKKARI;AGRI;38
BARTIN;USAK;38
BOLU;TUNCELI;38
GUMUSHANE;OSMANIYE;37
BOLU;KARS;37
KILIS;KASTAMONU;37
DUZCE;CORUM;37
IGDIR;AKSARAY;37
MUGLA;HAKKARI;37
YALOVA;ISPARTA;37
KUTAHYA;GUMUSHANE;37
EDIRNE;KIRIKKALE;37
TEKIRDAG;KAHRAMANMARAS;37
SANLIURFA;GUMUSHANE;37
MUS;BARTIN;37
BARTIN;KIRSEHIR;37
HAKKARI;ERZURUM;37
ISPARTA;GUMUSHANE;37
ERZINCAN;ARTVIN;37
NEVSEHIR;GUMUSHANE;37
KARAMAN;KARABUK;37
ELAZIG;BAYBURT;37
KILIS;BURDUR;37
KILIS;HAKKARI;37
BINGOL;ORDU;37
BURDUR;RIZE;37
TEKIRDAG;AGRI;37
RIZE;KARAMAN;37
KIRKLARELI;SANLIURFA;37
SIRNAK;USAK;37
BARTIN;GAZIANTEP;37
BITLIS;KARAMAN;37
SIRNAK;BOLU;37
SINOP;AGRI;37
MARDIN;HAKKARI;37
KARAMAN;AGRI;37
BITLIS;GIRESUN;36
KARAMAN;SIIRT;36
BURDUR;ADIYAMAN;36
AFYONKARAHISAR;KILIS;36
BOLU;ERZINCAN;36
EDIRNE;SIRNAK;36
BATMAN;AKSARAY;36
KARS;HAKKARI;36
KIRKLARELI;NEVSEHIR;36
CANAKKALE;MUS;36
TEKIRDAG;BINGOL;36
GUMUSHANE;KARAMAN;36
BATMAN;KILIS;36
SAKARYA;GUMUSHANE;36
KILIS;ERZINCAN;36
KARABUK;SIIRT;36
KUTAHYA;OSMANIYE;36
EDIRNE;TUNCELI;36
AMASYA;BAYBURT;36
TUNCELI;BARTIN;36
BAYBURT;KARS;36
VAN;GUMUSHANE;36
EDIRNE;IGDIR;36
AKSARAY;SINOP;36
EDIRNE;SINOP;36
KILIS;KIRIKKALE;36
EDIRNE;ARTVIN;35
TUNCELI;AKSARAY;35
IZMIR;KILIS;35
BAYBURT;USAK;35
GUMUSHANE;IGDIR;35
BATMAN;ORDU;35
ISPARTA;BAYBURT;35
MUGLA;SIIRT;35
KASTAMONU;MUS;35
BARTIN;BURDUR;35
HAKKARI;ADIYAMAN;35
KILIS;KARS;35
KILIS;BARTIN;35
GAZIANTEP;ARDAHAN;35
BATMAN;RIZE;35
BOLU;BURDUR;35
DUZCE;SINOP;35
SINOP;KIRSEHIR;35
ARTVIN;SIIRT;35
KARAMAN;BARTIN;35
AGRI;ARDAHAN;35
KIRKLARELI;KAHRAMANMARAS;35
KARABUK;SIRNAK;35
KARAMAN;SIRNAK;35
DUZCE;ERZINCAN;35
KIRKLARELI;KARS;34
YALOVA;AFYONKARAHISAR;34
DUZCE;KARS;34
BILECIK;KAHRAMANMARAS;34
BITLIS;ORDU;34
TEKIRDAG;TUNCELI;34
BITLIS;CANKIRI;34
TEKIRDAG;NEVSEHIR;34
ARDAHAN;ADIYAMAN;34
SAKARYA;ADIYAMAN;34
EDIRNE;SIIRT;34
SIRNAK;BILECIK;34
BARTIN;AMASYA;34
MUS;ARTVIN;34
TEKIRDAG;GIRESUN;34
BAYBURT;MARDIN;34
CANAKKALE;TUNCELI;34
OSMANIYE;ARDAHAN;34
USAK;ARDAHAN;33
TUNCELI;KARS;33
KARABUK;AKSARAY;33
TEKIRDAG;NIGDE;33
KASTAMONU;HAKKARI;33
BATMAN;BARTIN;33
DUZCE;BITLIS;33
SANLIURFA;ARTVIN;33
RIZE;ADIYAMAN;33
ARTVIN;BATMAN;33
ZONGULDAK;SIRNAK;33
BINGOL;KARAMAN;33
GUMUSHANE;BITLIS;33
KARABUK;BURDUR;33
IGDIR;ADIYAMAN;33
AKSARAY;ARDAHAN;33
BOLU;SIRNAK;33
SAMSUN;KILIS;33
MUGLA;GUMUSHANE;33
SINOP;KARS;33
BILECIK;KARS;33
ZONGULDAK;KIRSEHIR;33
HAKKARI;BATMAN;33
ISTANBUL;HAKKARI;32
ADIYAMAN;BAYBURT;32
