from_city;from_district;to_city;to_district;migration
ISTANBUL;USKUDAR;ISTANBUL;BAGCILAR;189
ERZURUM;KARAYAZI;ERZURUM;PASINLER;189
BARTIN;ULUS;BARTIN;AMASRA;188
BALIKESIR;BALIKESIR MERKEZ;BALIKESIR;ERDEK;188
SIVAS;SIVAS MERKEZ;SIVAS;ULAS;188
YOZGAT;SARAYKENT;YOZGAT;YOZGAT MERKEZ;188
ORDU;AKKUS;ORDU;ORDU MERKEZ;188
ISTANBUL;BAYRAMPASA;ISTANBUL;PENDIK;188
IZMIR;KARSIYAKA;IZMIR;MENDERES;188
ISTANBUL;KARTAL;ISTANBUL;SULTANBEYLI;187
KOCAELI;KARAMURSEL;KOCAELI;KARTEPE;187
IZMIR;BAYRAKLI;IZMIR;TORBALI;187
KILIS;KILIS MERKEZ;KILIS;MUSABEYLI;187
ADIYAMAN;TUT;ADIYAMAN;GOLBASI/ADIYAMAN;187
SANLIURFA;BOZOVA;SANLIURFA;HALFETI;187
BURSA;KESTEL;BURSA;MUDANYA;187
BALIKESIR;DURSUNBEY;BALIKESIR;ERDEK;187
MUGLA;FETHIYE;MUGLA;KOYCEGIZ;187
MERSIN;ANAMUR;MERSIN;SILIFKE;187
MERSIN;BOZYAZI;MERSIN;YENISEHIR;187
MANISA;AKHISAR;MANISA;TURGUTLU;186
BURDUR;ALTINYAYLA/BURDUR;BURDUR;BURDUR MERKEZ;186
MARDIN;SAVUR;MARDIN;OMERLI;186
SINOP;DIKMEN;SINOP;SINOP MERKEZ;186
ISTANBUL;ARNAVUTKOY;ISTANBUL;BAGCILAR;186
KOCAELI;DERINCE;KOCAELI;BASISKELE;186
ZONGULDAK;EREGLI/ZONGULDAK;ZONGULDAK;DEVREK;186
SIRNAK;IDIL;SIRNAK;SILOPI;186
TUNCELI;HOZAT;TUNCELI;PERTEK;186
ELAZIG;ARICAK;ELAZIG;PALU;186
ERZURUM;SENKAYA;ERZURUM;AZIZIYE;186
GIRESUN;DERELI;GIRESUN;KESAP;186
TOKAT;TOKAT MERKEZ;TOKAT;ZILE;185
SINOP;DURAGAN;SINOP;SINOP MERKEZ;185
IZMIR;URLA;IZMIR;CESME;185
CANAKKALE;CANAKKALE MERKEZ;CANAKKALE;BIGA;185
ORDU;KABATAS;ORDU;ORDU MERKEZ;185
KONYA;YALIHUYUK;KONYA;SEYDISEHIR;184
MARDIN;MAZIDAGI;MARDIN;NUSAYBIN;184
IZMIR;KIRAZ;IZMIR;CIGLI;184
ANTALYA;KORKUTELI;ANTALYA;MANAVGAT;184
USAK;USAK MERKEZ;USAK;ESME;184
CANKIRI;CANKIRI MERKEZ;CANKIRI;YAPRAKLI;184
BITLIS;ADILCEVAZ;BITLIS;TATVAN;184
SAMSUN;VEZIRKOPRU;SAMSUN;CANIK;184
CANAKKALE;GELIBOLU;CANAKKALE;ECEABAT;184
BALIKESIR;BALYA;BALIKESIR;IVRINDI;183
BALIKESIR;BIGADIC;BALIKESIR;BANDIRMA;183
BALIKESIR;DURSUNBEY;BALIKESIR;KEPSUT;183
AFYONKARAHISAR;BAYAT/AFYON;AFYONKARAHISAR;BOLVADIN;183
ISTANBUL;KADIKOY;ISTANBUL;SILIVRI;183
ISTANBUL;KADIKOY;ISTANBUL;ZEYTINBURNU;183
DIYARBAKIR;SUR;DIYARBAKIR;CINAR;183
RIZE;CAMLIHEMSIN;RIZE;RIZE MERKEZ;182
SAKARYA;KARASU;SAKARYA;HENDEK;182
AYDIN;CINE;AYDIN;KOSK;182
YOZGAT;AKDAGMADENI;YOZGAT;SARAYKENT;182
ERZURUM;OLTU;ERZURUM;AZIZIYE;182
IGDIR;IGDIR MERKEZ;IGDIR;ARALIK;182
ANKARA;YENIMAHALLE;ANKARA;GOLBASI/ANKARA;181
ISTANBUL;KADIKOY;ISTANBUL;GAZIOSMANPASA;181
DENIZLI;DENIZLI MERKEZ;DENIZLI;CAL;181
KUTAHYA;KUTAHYA MERKEZ;KUTAHYA;ALTINTAS;181
MANISA;ALASEHIR;MANISA;KULA;181
ORDU;AYBASTI;ORDU;KABATAS;181
SAMSUN;ALACAM;SAMSUN;CANIK;180
ISTANBUL;GAZIOSMANPASA;ISTANBUL;SISLI;180
BOLU;YENICAGA;BOLU;GEREDE;180
ISTANBUL;BAGCILAR;ISTANBUL;GAZIOSMANPASA;180
KOCAELI;KORFEZ;KOCAELI;KARTEPE;180
KAHRAMANMARAS;NURHAK;KAHRAMANMARAS;KAHRAMANMARAS MERKEZ;180
ANKARA;POLATLI;ANKARA;PURSAKLAR;180
CANKIRI;CANKIRI MERKEZ;CANKIRI;KORGUN;180
TEKIRDAG;HAYRABOLU;TEKIRDAG;MARMARAEREGLISI;180
HATAY;ISKENDERUN;HATAY;SAMANDAGI;179
ISTANBUL;ARNAVUTKOY;ISTANBUL;ESENLER;179
ISTANBUL;KARTAL;ISTANBUL;SISLI;179
KAHRAMANMARAS;GOKSUN;KAHRAMANMARAS;TURKOGLU;179
SAKARYA;KAYNARCA;SAKARYA;FERIZLI;179
KONYA;CIHANBEYLI;KONYA;KULU;179
IZMIR;GAZIEMIR;IZMIR;BORNOVA;179
MERSIN;AYDINCIK/ICEL;MERSIN;MEZITLI;179
BOLU;MUDURNU;BOLU;GOYNUK;178
ANTALYA;ALANYA;ANTALYA;KONYAALTI;178
BATMAN;BESIRI;BATMAN;KOZLUK;178
MUGLA;MUGLA MERKEZ;MUGLA;DALAMAN;178
BURDUR;TEFENNI;BURDUR;KARAMANLI;178
ADANA;KOZAN;ADANA;POZANTI;178
ANKARA;ALTINDAG;ANKARA;ELMADAG;178
SAMSUN;ILKADIM;SAMSUN;ONDOKUZMAYIS;178
ISTANBUL;BEYKOZ;ISTANBUL;BASAKSEHIR;178
KAYSERI;PINARBASI/KAYSERI;KAYSERI;BUNYAN;178
IZMIR;KIRAZ;IZMIR;BEYDAG;178
ISPARTA;ISPARTA MERKEZ;ISPARTA;GONEN/ISPARTA;177
KASTAMONU;BOZKURT/KASTAMONU;KASTAMONU;KASTAMONU MERKEZ;177
IZMIR;GUZELBAHCE;IZMIR;NARLIDERE;177
DENIZLI;DENIZLI MERKEZ;DENIZLI;CIVRIL;177
KONYA;ILGIN;KONYA;KADINHANI;177
SAKARYA;KAYNARCA;SAKARYA;ARIFIYE;177
MARDIN;MIDYAT;MARDIN;SAVUR;176
SAKARYA;HENDEK;SAKARYA;KARASU;176
SANLIURFA;BIRECIK;SANLIURFA;SURUC;176
KONYA;KULU;KONYA;CIHANBEYLI;176
AKSARAY;AKSARAY MERKEZ;AKSARAY;ESKIL;176
YALOVA;CIFTLIKKOY;YALOVA;ALTINOVA;176
SAMSUN;ILKADIM;SAMSUN;KAVAK;176
ISTANBUL;KUCUKCEKMECE;ISTANBUL;SISLI;176
ISTANBUL;BEYKOZ;ISTANBUL;ESENLER;176
ISTANBUL;BAHCELIEVLER;ISTANBUL;KARTAL;176
ISTANBUL;SARIYER;ISTANBUL;GUNGOREN;176
AYDIN;KOSK;AYDIN;DIDIM;176
BILECIK;BILECIK MERKEZ;BILECIK;SOGUT;176
ANTALYA;KEPEZ;ANTALYA;SERIK;176
BALIKESIR;KEPSUT;BALIKESIR;BURHANIYE;176
BURSA;GURSU;BURSA;MUDANYA;176
CANKIRI;BAYRAMOREN;CANKIRI;KURSUNLU;176
CANKIRI;CANKIRI MERKEZ;CANKIRI;ELDIVAN;176
EDIRNE;EDIRNE MERKEZ;EDIRNE;HAVSA;175
USAK;SIVASLI;USAK;BANAZ;175
MUGLA;FETHIYE;MUGLA;BODRUM;175
NEVSEHIR;GULSEHIR;NEVSEHIR;AVANOS;175
ORDU;UNYE;ORDU;CAYBASI;175
KONYA;KARATAY;KONYA;SEYDISEHIR;175
KIRIKKALE;BALISEYH;KIRIKKALE;YAHSIHAN;175
IZMIR;SEFERIHISAR;IZMIR;BAYRAKLI;175
IZMIR;CESME;IZMIR;URLA;175
KAYSERI;MELIKGAZI;KAYSERI;BUNYAN;175
ISTANBUL;CATALCA;ISTANBUL;UMRANIYE;175
ADANA;SEYHAN;ADANA;KOZAN;174
ISTANBUL;GAZIOSMANPASA;ISTANBUL;SILIVRI;174
AKSARAY;AKSARAY MERKEZ;AKSARAY;GULAGAC;174
ISTANBUL;BESIKTAS;ISTANBUL;SANCAKTEPE;174
AYDIN;KOSK;AYDIN;SOKE;174
YALOVA;TERMAL;YALOVA;CINARCIK;174
ANKARA;POLATLI;ANKARA;GOLBASI/ANKARA;174
MANISA;GORDES;MANISA;SOMA;174
MUGLA;DALAMAN;MUGLA;MILAS;174
HATAY;KIRIKHAN;HATAY;ERZIN;174
BAYBURT;BAYBURT MERKEZ;BAYBURT;AYDINTEPE;173
SAMSUN;CARSAMBA;SAMSUN;BAFRA;173
KASTAMONU;SENPAZAR;KASTAMONU;CIDE;173
KIRSEHIR;AKCAKENT;KIRSEHIR;CICEKDAGI;173
KASTAMONU;CATALZEYTIN;KASTAMONU;ABANA;173
KONYA;DOGANHISAR;KONYA;BEYSEHIR;173
IZMIR;ODEMIS;IZMIR;BAYINDIR;173
ISTANBUL;PENDIK;ISTANBUL;ATASEHIR;173
RIZE;HEMSIN;RIZE;PAZAR/RIZE;173
ORDU;KUMRU;ORDU;ORDU MERKEZ;173
IZMIR;DIKILI;IZMIR;ALIAGA;172
IZMIR;KIRAZ;IZMIR;GAZIEMIR;172
ISTANBUL;SISLI;ISTANBUL;BAYRAMPASA;172
ISTANBUL;ESENLER;ISTANBUL;FATIH;172
ISTANBUL;CATALCA;ISTANBUL;KAGITHANE;172
ISTANBUL;KAGITHANE;ISTANBUL;BAYRAMPASA;172
IZMIR;ODEMIS;IZMIR;ALIAGA;172
SIVAS;SIVAS MERKEZ;SIVAS;KANGAL;172
ANTALYA;AKSU;ANTALYA;MANAVGAT;172
BALIKESIR;IVRINDI;BALIKESIR;BANDIRMA;172
BALIKESIR;BANDIRMA;BALIKESIR;SUSURLUK;172
BURSA;YILDIRIM;BURSA;KARACABEY;172
VAN;VAN MERKEZ;VAN;BASKALE;172
SAMSUN;YAKAKENT;SAMSUN;ATAKUM;172
ADIYAMAN;ADIYAMAN MERKEZ;ADIYAMAN;SAMSAT;172
ANKARA;BEYPAZARI;ANKARA;PURSAKLAR;172
DUZCE;DUZCE MERKEZ;DUZCE;GUMUSOVA;171
ISTANBUL;ZEYTINBURNU;ISTANBUL;SULTANGAZI;171
ISTANBUL;BAHCELIEVLER;ISTANBUL;ARNAVUTKOY;171
CANAKKALE;BAYRAMIC;CANAKKALE;BIGA;171
ISTANBUL;SILIVRI;ISTANBUL;KARTAL;171
ISTANBUL;SILIVRI;ISTANBUL;UMRANIYE;171
KAHRAMANMARAS;TURKOGLU;KAHRAMANMARAS;PAZARCIK;171
SAMSUN;ASARCIK;SAMSUN;ATAKUM;171
IZMIR;MENEMEN;IZMIR;BALCOVA;171
MANISA;SARUHANLI;MANISA;SOMA;171
ANKARA;GOLBASI/ANKARA;ANKARA;POLATLI;170
BITLIS;BITLIS MERKEZ;BITLIS;AHLAT;170
BOLU;GEREDE;BOLU;YENICAGA;170
CORUM;CORUM MERKEZ;CORUM;ISKILIP;170
ISTANBUL;ARNAVUTKOY;ISTANBUL;ZEYTINBURNU;170
ISTANBUL;SILE;ISTANBUL;SARIYER;170
CORUM;UGURLUDAG;CORUM;ISKILIP;169
GIRESUN;SEBINKARAHISAR;GIRESUN;GIRESUN MERKEZ;169
KIRSEHIR;AKPINAR;KIRSEHIR;KAMAN;169
DENIZLI;ACIPAYAM;DENIZLI;SARAYKOY;169
KAYSERI;YAHYALI;KAYSERI;INCESU;169
IZMIR;BAYRAKLI;IZMIR;NARLIDERE;169
ERZURUM;TEKMAN;ERZURUM;PASINLER;169
ANTALYA;DOSEMEALTI;ANTALYA;AKSU;169
MUGLA;KOYCEGIZ;MUGLA;FETHIYE;169
TEKIRDAG;SARKOY;TEKIRDAG;CERKEZKOY;169
KUTAHYA;SAPHANE;KUTAHYA;SIMAV;169
YOZGAT;SORGUN;YOZGAT;AKDAGMADENI;169
AFYONKARAHISAR;AFYONKARAHISAR MERKEZ;AFYONKARAHISAR;BOLVADIN;168
ADANA;YUREGIR;ADANA;KOZAN;168
ISTANBUL;EYUP;ISTANBUL;CEKMEKOY;168
AYDIN;KUYUCAK;AYDIN;KARACASU;168
ISTANBUL;BESIKTAS;ISTANBUL;SULTANBEYLI;168
ISTANBUL;SARIYER;ISTANBUL;GAZIOSMANPASA;168
SAMSUN;ATAKUM;SAMSUN;TEKKEKOY;168
DENIZLI;BAKLAN;DENIZLI;CIVRIL;168
DENIZLI;DENIZLI MERKEZ;DENIZLI;BOZKURT/DENIZLI;168
MERSIN;TOROSLAR;MERSIN;GULNAR;168
DENIZLI;CIVRIL;DENIZLI;SARAYKOY;167
SAKARYA;KARASU;SAKARYA;ARIFIYE;167
IGDIR;IGDIR MERKEZ;IGDIR;TUZLUCA;167
ANTALYA;KONYAALTI;ANTALYA;KEMER/ANTALYA;167
ADIYAMAN;ADIYAMAN MERKEZ;ADIYAMAN;TUT;167
ISTANBUL;CEKMEKOY;ISTANBUL;KARTAL;167
ISTANBUL;SULTANGAZI;ISTANBUL;BASAKSEHIR;167
VAN;VAN MERKEZ;VAN;MURADIYE;167
ISTANBUL;SULTANGAZI;ISTANBUL;ESENYURT;167
ISTANBUL;BASAKSEHIR;ISTANBUL;BUYUKCEKMECE;167
IZMIR;KEMALPASA;IZMIR;NARLIDERE;166
TOKAT;NIKSAR;TOKAT;RESADIYE;166
ISTANBUL;CATALCA;ISTANBUL;MALTEPE;166
MANISA;SALIHLI;MANISA;DEMIRCI;166
AKSARAY;SARIYAHSI;AKSARAY;AKSARAY MERKEZ;166
ANKARA;ALTINDAG;ANKARA;AKYURT;166
MERSIN;SILIFKE;MERSIN;ANAMUR;166
AYDIN;BOZDOGAN;AYDIN;SULTANHISAR;166
KONYA;HALKAPINAR;KONYA;KARATAY;165
MERSIN;CAMLIYAYLA;MERSIN;MEZITLI;165
MUGLA;MARMARIS;MUGLA;ORTACA;165
BURSA;IZNIK;BURSA;YENISEHIR;165
CANAKKALE;LAPSEKI;CANAKKALE;CAN;165
KUTAHYA;TAVSANLI;KUTAHYA;DOMANIC;165
ISTANBUL;KARTAL;ISTANBUL;FATIH;165
ELAZIG;ELAZIG MERKEZ;ELAZIG;MADEN;165
EDIRNE;UZUNKOPRU;EDIRNE;IPSALA;165
SINOP;TURKELI;SINOP;SINOP MERKEZ;165
DIYARBAKIR;KAYAPINAR;DIYARBAKIR;ERGANI;165
ISTANBUL;UMRANIYE;ISTANBUL;BEYKOZ;164
GIRESUN;ESPIYE;GIRESUN;TIREBOLU;164
AYDIN;NAZILLI;AYDIN;BUHARKENT;164
USAK;ULUBEY/USAK;USAK;ESME;164
AMASYA;TASOVA;AMASYA;MERZIFON;163
VAN;BASKALE;VAN;EDREMIT/VAN;163
BURSA;GURSU;BURSA;GEMLIK;163
ISTANBUL;SILIVRI;ISTANBUL;SARIYER;163
IZMIR;BERGAMA;IZMIR;TORBALI;163
ISTANBUL;ESENLER;ISTANBUL;BAKIRKOY;163
ISTANBUL;KAGITHANE;ISTANBUL;ESENLER;163
ERZURUM;KARACOBAN;ERZURUM;HINIS;163
MUGLA;DATCA;MUGLA;MARMARIS;163
ISTANBUL;BEYOGLU;ISTANBUL;SULTANBEYLI;162
OSMANIYE;KADIRLI;OSMANIYE;DUZICI;162
ISTANBUL;BAGCILAR;ISTANBUL;FATIH;162
RIZE;FINDIKLI;RIZE;ARDESEN;162
ISTANBUL;SILE;ISTANBUL;BESIKTAS;162
TRABZON;OF;TRABZON;HAYRAT;162
CANKIRI;YAPRAKLI;CANKIRI;ILGAZ;162
AYDIN;CINE;AYDIN;KOCARLI;162
BATMAN;GERCUS;BATMAN;HASANKEYF;162
YALOVA;YALOVA MERKEZ;YALOVA;TERMAL;162
SAMSUN;TERME;SAMSUN;SALIPAZARI;162
BURSA;NILUFER;BURSA;INEGOL;162
CANKIRI;CANKIRI MERKEZ;CANKIRI;SABANOZU;162
DIYARBAKIR;LICE;DIYARBAKIR;SILVAN;162
EDIRNE;EDIRNE MERKEZ;EDIRNE;KESAN;161
AFYONKARAHISAR;EMIRDAG;AFYONKARAHISAR;BOLVADIN;161
IZMIR;SELCUK;IZMIR;GAZIEMIR;161
ISTANBUL;SILE;ISTANBUL;EYUP;161
MANISA;AKHISAR;MANISA;GORDES;161
ANKARA;SINCAN;ANKARA;GOLBASI/ANKARA;161
MALATYA;KULUNCAK;MALATYA;DARENDE;160
MALATYA;ARGUVAN;MALATYA;YAZIHAN;160
CANAKKALE;BIGA;CANAKKALE;YENICE/CANAKKALE;160
SAMSUN;LADIK;SAMSUN;KAVAK;160
AFYONKARAHISAR;HOCALAR;AFYONKARAHISAR;AFYONKARAHISAR MERKEZ;160
ANKARA;ETIMESGUT;ANKARA;MAMAK;160
DENIZLI;BOZKURT/DENIZLI;DENIZLI;CARDAK;160
TRABZON;ARAKLI;TRABZON;ARSIN;160
GAZIANTEP;SEHITKAMIL;GAZIANTEP;OGUZELI;160
ISTANBUL;BAHCELIEVLER;ISTANBUL;GAZIOSMANPASA;160
ISTANBUL;SILE;ISTANBUL;FATIH;160
KOCAELI;BASISKELE;KOCAELI;KARAMURSEL;160
KASTAMONU;INEBOLU;KASTAMONU;KURE;159
ISTANBUL;SISLI;ISTANBUL;SULTANGAZI;159
KIRKLARELI;PINARHISAR;KIRKLARELI;VIZE;159
ISTANBUL;CATALCA;ISTANBUL;BEYOGLU;159
ISTANBUL;ESENLER;ISTANBUL;GAZIOSMANPASA;159
KIRSEHIR;KIRSEHIR MERKEZ;KIRSEHIR;MUCUR;159
MERSIN;MERSIN MERKEZ;MERSIN;MUT;159
ANTALYA;DEMRE;ANTALYA;KEPEZ;159
GUMUSHANE;KOSE;GUMUSHANE;GUMUSHANE MERKEZ;159
HATAY;KUMLU;HATAY;HASSA;159
MANISA;SARUHANLI;MANISA;SALIHLI;158
IZMIR;SEFERIHISAR;IZMIR;MENDERES;158
ISTANBUL;KADIKOY;ISTANBUL;BAGCILAR;158
ZONGULDAK;ZONGULDAK MERKEZ;ZONGULDAK;GOKCEBEY;158
YOZGAT;CANDIR;YOZGAT;CAYIRALAN;158
CANKIRI;CERKES;CANKIRI;ATKARACALAR;158
ANTALYA;KORKUTELI;ANTALYA;KEMER/ANTALYA;157
YOZGAT;SORGUN;YOZGAT;YERKOY;157
SANLIURFA;BOZOVA;SANLIURFA;CEYLANPINAR;157
MUGLA;ORTACA;MUGLA;MILAS;157
ORDU;AYBASTI;ORDU;ORDU MERKEZ;157
ISTANBUL;BAHCELIEVLER;ISTANBUL;SARIYER;157
ORDU;KORGAN;ORDU;UNYE;157
MALATYA;AKCADAG;MALATYA;DARENDE;157
KASTAMONU;IHSANGAZI;KASTAMONU;ARAC;157
ISTANBUL;SILE;ISTANBUL;SULTANBEYLI;157
KONYA;MERAM;KONYA;BEYSEHIR;156
ISPARTA;SENIRKENT;ISPARTA;YALVAC;156
MUS;VARTO;MUS;BULANIK;156
AKSARAY;ORTAKOY;AKSARAY;AGACOREN;156
BINGOL;KIGI;BINGOL;BINGOL MERKEZ;156
AYDIN;KARPUZLU;AYDIN;GERMENCIK;156
SIVAS;SIVAS MERKEZ;SIVAS;SUSEHRI;156
TRABZON;CAYKARA;TRABZON;AKCAABAT;156
GIRESUN;ALUCRA;GIRESUN;TIREBOLU;156
GIRESUN;GIRESUN MERKEZ;GIRESUN;DERELI;155
ADANA;FEKE;ADANA;CEYHAN;155
KONYA;MERAM;KONYA;CUMRA;155
KASTAMONU;INEBOLU;KASTAMONU;ABANA;155
KAYSERI;DEVELI;KAYSERI;YAHYALI;155
IZMIR;BEYDAG;IZMIR;BORNOVA;155
BALIKESIR;AYVALIK;BALIKESIR;GOMEC;155
BATMAN;KOZLUK;BATMAN;SASON;155
IZMIR;KARSIYAKA;IZMIR;TORBALI;155
ANTALYA;AKSU;ANTALYA;DOSEMEALTI;155
KASTAMONU;TASKOPRU;KASTAMONU;TOSYA;154
ISTANBUL;BAHCELIEVLER;ISTANBUL;KAGITHANE;154
IZMIR;TIRE;IZMIR;MENDERES;154
IZMIR;KIRAZ;IZMIR;KARSIYAKA;154
IZMIR;NARLIDERE;IZMIR;GUZELBAHCE;154
IZMIR;KARSIYAKA;IZMIR;DIKILI;154
ADANA;IMAMOGLU;ADANA;POZANTI;154
AFYONKARAHISAR;DINAR;AFYONKARAHISAR;SANDIKLI;154
GUMUSHANE;KELKIT;GUMUSHANE;GUMUSHANE MERKEZ;154
OSMANIYE;HASANBEYLI;OSMANIYE;BAHCE;153
IGDIR;ARALIK;IGDIR;KARAKOYUNLU;153
ERZURUM;UZUNDERE;ERZURUM;AZIZIYE;153
ERZINCAN;KEMALIYE;ERZINCAN;ERZINCAN MERKEZ;153
DIYARBAKIR;YENISEHIR;DIYARBAKIR;EGIL;153
BURSA;KESTEL;BURSA;GEMLIK;153
SINOP;SARAYDUZU;SINOP;SINOP MERKEZ;153
TOKAT;TURHAL;TOKAT;PAZAR/TOKAT;153
ISTANBUL;BAKIRKOY;ISTANBUL;TUZLA;152
SAMSUN;LADIK;SAMSUN;TEKKEKOY;152
ISTANBUL;SARIYER;ISTANBUL;ESENYURT;152
MARDIN;SAVUR;MARDIN;NUSAYBIN;152
ANTALYA;KORKUTELI;ANTALYA;ALANYA;152
MERSIN;MUT;MERSIN;ANAMUR;152
ORDU;KORGAN;ORDU;ORDU MERKEZ;152
BALIKESIR;BURHANIYE;BALIKESIR;GOMEC;152
BALIKESIR;SUSURLUK;BALIKESIR;ERDEK;152
BURSA;BUYUKORHAN;BURSA;GEMLIK;151
BURSA;MUSTAFA K.PASA;BURSA;INEGOL;151
ANTALYA;MURATPASA;ANTALYA;FINIKE;151
ANKARA;KECIOREN;ANKARA;CUBUK;151
AMASYA;AMASYA MERKEZ;AMASYA;TASOVA;151
KAHRAMANMARAS;TURKOGLU;KAHRAMANMARAS;ELBISTAN;151
DENIZLI;DENIZLI MERKEZ;DENIZLI;BULDAN;151
TOKAT;TOKAT MERKEZ;TOKAT;RESADIYE;150
TOKAT;TOKAT MERKEZ;TOKAT;YESILYURT/TOKAT;150
NEVSEHIR;KOZAKLI;NEVSEHIR;AVANOS;150
AYDIN;BOZDOGAN;AYDIN;KARACASU;150
AYDIN;KARACASU;AYDIN;GERMENCIK;150
SAKARYA;KARASU;SAKARYA;SOGUTLU;150
IZMIR;TORBALI;IZMIR;BAYINDIR;150
ISTANBUL;SILE;ISTANBUL;BAHCELIEVLER;150
ISTANBUL;BAGCILAR;ISTANBUL;KAGITHANE;150
ISTANBUL;KUCUKCEKMECE;ISTANBUL;USKUDAR;149
IZMIR;BAYINDIR;IZMIR;NARLIDERE;149
KONYA;EREGLI/KONYA;KONYA;KARAPINAR;149
KUTAHYA;GEDIZ;KUTAHYA;TAVSANLI;149
ISTANBUL;ESENLER;ISTANBUL;ARNAVUTKOY;149
IZMIR;BAYRAKLI;IZMIR;ALIAGA;149
SAKARYA;ADAPAZARI;SAKARYA;PAMUKOVA;149
SAKARYA;ERENLER;SAKARYA;AKYAZI;149
TRABZON;AKCAABAT;TRABZON;CARSIBASI;149
ERZURUM;PAZARYOLU;ERZURUM;YAKUTIYE;149
ADIYAMAN;KAHTA;ADIYAMAN;SINCIK;149
ARTVIN;MURGUL;ARTVIN;ARTVIN MERKEZ;149
ARTVIN;ARHAVI;ARTVIN;HOPA;149
BURSA;ORHANGAZI;BURSA;MUDANYA;149
BURSA;YENISEHIR;BURSA;GURSU;149
ARTVIN;YUSUFELI;ARTVIN;ARHAVI;149
AMASYA;AMASYA MERKEZ;AMASYA;GOYNUCEK;148
BURSA;ORHANGAZI;BURSA;IZNIK;148
ARTVIN;YUSUFELI;ARTVIN;HOPA;148
ISTANBUL;SULTANBEYLI;ISTANBUL;KARTAL;148
ISTANBUL;ADALAR;ISTANBUL;USKUDAR;148
IZMIR;BALCOVA;IZMIR;BAYRAKLI;148
TRABZON;ARAKLI;TRABZON;AKCAABAT;148
MALATYA;MALATYA MERKEZ;MALATYA;PUTURGE;148
ORDU;UNYE;ORDU;AKKUS;148
NEVSEHIR;NEVSEHIR MERKEZ;NEVSEHIR;ACIGOL;147
DUZCE;GUMUSOVA;DUZCE;CUMAYERI;147
BALIKESIR;BIGADIC;BALIKESIR;BURHANIYE;147
ARTVIN;ARDANUC;ARTVIN;ARHAVI;147
ISTANBUL;BEYKOZ;ISTANBUL;ESENYURT;147
ISTANBUL;SISLI;ISTANBUL;ESENLER;147
ISTANBUL;BESIKTAS;ISTANBUL;ESENLER;146
ISTANBUL;KUCUKCEKMECE;ISTANBUL;GAZIOSMANPASA;146
ISTANBUL;BAKIRKOY;ISTANBUL;PENDIK;146
IZMIR;NARLIDERE;IZMIR;BUCA;146
MALATYA;DARENDE;MALATYA;KULUNCAK;146
ANTALYA;KONYAALTI;ANTALYA;DOSEMEALTI;146
AYDIN;KARPUZLU;AYDIN;INCIRLIOVA;146
AYDIN;KOCARLI;AYDIN;CINE;146
MERSIN;MERSIN MERKEZ;MERSIN;GULNAR;145
ARTVIN;ARTVIN MERKEZ;ARTVIN;BORCKA;145
BURSA;OSMANGAZI;BURSA;ORHANELI;145
ORDU;CAMAS;ORDU;CATALPINAR;145
KOCAELI;DILOVASI;KOCAELI;IZMIT;145
KARAMAN;KARAMAN MERKEZ;KARAMAN;KAZIMKARABEKIR;145
IZMIR;TIRE;IZMIR;URLA;145
ISTANBUL;SILIVRI;ISTANBUL;BEYOGLU;145
IZMIR;NARLIDERE;IZMIR;BORNOVA;145
KARS;KARS MERKEZ;KARS;SELIM;145
YOZGAT;SARIKAYA;YOZGAT;AKDAGMADENI;145
TEKIRDAG;MARMARAEREGLISI;TEKIRDAG;TEKIRDAG MERKEZ;145
GIRESUN;GUCE;GIRESUN;GIRESUN MERKEZ;144
SIRNAK;GUCLUKONAK;SIRNAK;IDIL;144
DENIZLI;SARAYKOY;DENIZLI;BULDAN;144
GAZIANTEP;SAHINBEY;GAZIANTEP;ISLAHIYE;144
BALIKESIR;BALIKESIR MERKEZ;BALIKESIR;KEPSUT;144
BALIKESIR;DURSUNBEY;BALIKESIR;BURHANIYE;144
ANKARA;ALTINDAG;ANKARA;KAZAN;144
BALIKESIR;ERDEK;BALIKESIR;BALIKESIR MERKEZ;144
ISTANBUL;BAHCELIEVLER;ISTANBUL;ATASEHIR;144
KONYA;EREGLI/KONYA;KONYA;EMIRGAZI;144
ISTANBUL;BUYUKCEKMECE;ISTANBUL;BESIKTAS;144
ISTANBUL;ARNAVUTKOY;ISTANBUL;UMRANIYE;144
IZMIR;BEYDAG;IZMIR;BAYRAKLI;144
ISTANBUL;SARIYER;ISTANBUL;CEKMEKOY;144
IZMIR;GUZELBAHCE;IZMIR;BUCA;144
ANTALYA;GUNDOGMUS;ANTALYA;AKSU;143
NIGDE;CAMARDI;NIGDE;BOR;143
SAKARYA;FERIZLI;SAKARYA;KARASU;143
ANKARA;ALTINDAG;ANKARA;POLATLI;143
TRABZON;AKCAABAT;TRABZON;VAKFIKEBIR;143
ISTANBUL;SILIVRI;ISTANBUL;BASAKSEHIR;143
ISTANBUL;BAYRAMPASA;ISTANBUL;SISLI;143
IZMIR;CESME;IZMIR;CIGLI;143
ISTANBUL;KAGITHANE;ISTANBUL;BUYUKCEKMECE;143
IZMIR;ODEMIS;IZMIR;CESME;143
KAHRAMANMARAS;ELBISTAN;KAHRAMANMARAS;NURHAK;142
KAYSERI;DEVELI;KAYSERI;TOMARZA;142
KAYSERI;KOCASINAN;KAYSERI;INCESU;142
DENIZLI;CAMELI;DENIZLI;KALE/DENIZLI;142
CORUM;OGUZLAR;CORUM;ISKILIP;142
