from_city;from_district;to_city;sum
NEVSEHIR;GULSEHIR;VAN;19
NEVSEHIR;GULSEHIR;YALOVA;22
NEVSEHIR;GULSEHIR;YOZGAT;60
NEVSEHIR;GULSEHIR;ZONGULDAK;31
NEVSEHIR;HACIBEKTAS;ADANA;159
NEVSEHIR;HACIBEKTAS;ADIYAMAN;12
NEVSEHIR;HACIBEKTAS;AFYONKARAHISAR;30
NEVSEHIR;HACIBEKTAS;AGRI;24
NEVSEHIR;HACIBEKTAS;AKSARAY;47
NEVSEHIR;HACIBEKTAS;AMASYA;19
NEVSEHIR;HACIBEKTAS;ANKARA;9049
NEVSEHIR;HACIBEKTAS;ANTALYA;759
NEVSEHIR;HACIBEKTAS;ARDAHAN;6
NEVSEHIR;HACIBEKTAS;ARTVIN;9
NEVSEHIR;HACIBEKTAS;AYDIN;228
NEVSEHIR;HACIBEKTAS;BALIKESIR;132
NEVSEHIR;HACIBEKTAS;BARTIN;8
NEVSEHIR;HACIBEKTAS;BATMAN;15
NEVSEHIR;HACIBEKTAS;BAYBURT;4
NEVSEHIR;HACIBEKTAS;BILECIK;20
NEVSEHIR;HACIBEKTAS;BINGOL;12
NEVSEHIR;HACIBEKTAS;BITLIS;5
NEVSEHIR;HACIBEKTAS;BOLU;28
NEVSEHIR;HACIBEKTAS;BURDUR;9
NEVSEHIR;HACIBEKTAS;BURSA;348
NEVSEHIR;HACIBEKTAS;CANAKKALE;19
NEVSEHIR;HACIBEKTAS;CANKIRI;18
NEVSEHIR;HACIBEKTAS;CORUM;24
NEVSEHIR;HACIBEKTAS;DENIZLI;48
NEVSEHIR;HACIBEKTAS;DIYARBAKIR;22
NEVSEHIR;HACIBEKTAS;DUZCE;27
NEVSEHIR;HACIBEKTAS;EDIRNE;48
NEVSEHIR;HACIBEKTAS;ELAZIG;13
NEVSEHIR;HACIBEKTAS;ERZINCAN;17
NEVSEHIR;HACIBEKTAS;ERZURUM;42
NEVSEHIR;HACIBEKTAS;ESKISEHIR;100
NEVSEHIR;HACIBEKTAS;GAZIANTEP;32
NEVSEHIR;HACIBEKTAS;GIRESUN;11
NEVSEHIR;HACIBEKTAS;GUMUSHANE;3
NEVSEHIR;HACIBEKTAS;HAKKARI;7
NEVSEHIR;HACIBEKTAS;HATAY;37
NEVSEHIR;HACIBEKTAS;IGDIR;6
NEVSEHIR;HACIBEKTAS;ISPARTA;27
NEVSEHIR;HACIBEKTAS;ISTANBUL;1170
NEVSEHIR;HACIBEKTAS;IZMIR;2157
NEVSEHIR;HACIBEKTAS;KAHRAMANMARAS;34
NEVSEHIR;HACIBEKTAS;KARABUK;10
NEVSEHIR;HACIBEKTAS;KARAMAN;13
NEVSEHIR;HACIBEKTAS;KARS;20
NEVSEHIR;HACIBEKTAS;KASTAMONU;10
NEVSEHIR;HACIBEKTAS;KAYSERI;2016
NEVSEHIR;HACIBEKTAS;KIRIKKALE;66
NEVSEHIR;HACIBEKTAS;KIRKLARELI;32
NEVSEHIR;HACIBEKTAS;KIRSEHIR;1809
NEVSEHIR;HACIBEKTAS;KOCAELI;112
NEVSEHIR;HACIBEKTAS;KONYA;176
NEVSEHIR;HACIBEKTAS;KUTAHYA;14
NEVSEHIR;HACIBEKTAS;MALATYA;43
NEVSEHIR;HACIBEKTAS;MANISA;85
NEVSEHIR;HACIBEKTAS;MARDIN;42
NEVSEHIR;HACIBEKTAS;MERSIN;242
NEVSEHIR;HACIBEKTAS;MUGLA;187
NEVSEHIR;HACIBEKTAS;MUS;15
NEVSEHIR;HACIBEKTAS;NIGDE;72
NEVSEHIR;HACIBEKTAS;ORDU;14
NEVSEHIR;HACIBEKTAS;OSMANIYE;19
NEVSEHIR;HACIBEKTAS;RIZE;4
NEVSEHIR;HACIBEKTAS;SAKARYA;25
NEVSEHIR;HACIBEKTAS;SAMSUN;60
NEVSEHIR;HACIBEKTAS;SANLIURFA;14
NEVSEHIR;HACIBEKTAS;SIIRT;17
NEVSEHIR;HACIBEKTAS;SINOP;6
NEVSEHIR;HACIBEKTAS;SIRNAK;27
NEVSEHIR;HACIBEKTAS;SIVAS;60
NEVSEHIR;HACIBEKTAS;TEKIRDAG;56
NEVSEHIR;HACIBEKTAS;TOKAT;28
NEVSEHIR;HACIBEKTAS;TRABZON;36
NEVSEHIR;HACIBEKTAS;TUNCELI;28
NEVSEHIR;HACIBEKTAS;USAK;16
NEVSEHIR;HACIBEKTAS;VAN;25
NEVSEHIR;HACIBEKTAS;YALOVA;14
NEVSEHIR;HACIBEKTAS;YOZGAT;49
NEVSEHIR;HACIBEKTAS;ZONGULDAK;43
NEVSEHIR;KOZAKLI;ADANA;209
NEVSEHIR;KOZAKLI;ADIYAMAN;11
NEVSEHIR;KOZAKLI;AFYONKARAHISAR;34
NEVSEHIR;KOZAKLI;AGRI;9
NEVSEHIR;KOZAKLI;AKSARAY;66
NEVSEHIR;KOZAKLI;AMASYA;19
NEVSEHIR;KOZAKLI;ANKARA;4943
NEVSEHIR;KOZAKLI;ANTALYA;460
NEVSEHIR;KOZAKLI;ARDAHAN;4
NEVSEHIR;KOZAKLI;ARTVIN;4
NEVSEHIR;KOZAKLI;AYDIN;314
NEVSEHIR;KOZAKLI;BALIKESIR;116
NEVSEHIR;KOZAKLI;BARTIN;8
NEVSEHIR;KOZAKLI;BATMAN;17
NEVSEHIR;KOZAKLI;BAYBURT;12
NEVSEHIR;KOZAKLI;BILECIK;29
NEVSEHIR;KOZAKLI;BINGOL;28
NEVSEHIR;KOZAKLI;BITLIS;18
NEVSEHIR;KOZAKLI;BOLU;29
NEVSEHIR;KOZAKLI;BURDUR;12
NEVSEHIR;KOZAKLI;BURSA;318
NEVSEHIR;KOZAKLI;CANAKKALE;27
NEVSEHIR;KOZAKLI;CANKIRI;18
NEVSEHIR;KOZAKLI;CORUM;21
NEVSEHIR;KOZAKLI;DENIZLI;48
NEVSEHIR;KOZAKLI;DIYARBAKIR;25
NEVSEHIR;KOZAKLI;DUZCE;15
NEVSEHIR;KOZAKLI;EDIRNE;38
NEVSEHIR;KOZAKLI;ELAZIG;23
NEVSEHIR;KOZAKLI;ERZINCAN;23
NEVSEHIR;KOZAKLI;ERZURUM;45
NEVSEHIR;KOZAKLI;ESKISEHIR;85
NEVSEHIR;KOZAKLI;GAZIANTEP;42
NEVSEHIR;KOZAKLI;GIRESUN;20
NEVSEHIR;KOZAKLI;GUMUSHANE;3
NEVSEHIR;KOZAKLI;HAKKARI;12
NEVSEHIR;KOZAKLI;HATAY;62
NEVSEHIR;KOZAKLI;IGDIR;3
NEVSEHIR;KOZAKLI;ISPARTA;52
NEVSEHIR;KOZAKLI;ISTANBUL;3272
NEVSEHIR;KOZAKLI;IZMIR;1502
NEVSEHIR;KOZAKLI;KAHRAMANMARAS;25
NEVSEHIR;KOZAKLI;KARABUK;23
NEVSEHIR;KOZAKLI;KARAMAN;8
NEVSEHIR;KOZAKLI;KARS;15
NEVSEHIR;KOZAKLI;KASTAMONU;24
NEVSEHIR;KOZAKLI;KAYSERI;6803
NEVSEHIR;KOZAKLI;KILIS;4
NEVSEHIR;KOZAKLI;KIRIKKALE;99
NEVSEHIR;KOZAKLI;KIRKLARELI;44
NEVSEHIR;KOZAKLI;KIRSEHIR;1711
NEVSEHIR;KOZAKLI;KOCAELI;162
NEVSEHIR;KOZAKLI;KONYA;194
NEVSEHIR;KOZAKLI;KUTAHYA;34
NEVSEHIR;KOZAKLI;MALATYA;28
NEVSEHIR;KOZAKLI;MANISA;105
NEVSEHIR;KOZAKLI;MARDIN;26
NEVSEHIR;KOZAKLI;MERSIN;198
NEVSEHIR;KOZAKLI;MUGLA;146
NEVSEHIR;KOZAKLI;MUS;20
NEVSEHIR;KOZAKLI;NIGDE;113
NEVSEHIR;KOZAKLI;ORDU;15
NEVSEHIR;KOZAKLI;OSMANIYE;13
NEVSEHIR;KOZAKLI;RIZE;5
NEVSEHIR;KOZAKLI;SAKARYA;41
NEVSEHIR;KOZAKLI;SAMSUN;52
NEVSEHIR;KOZAKLI;SANLIURFA;22
NEVSEHIR;KOZAKLI;SIIRT;12
NEVSEHIR;KOZAKLI;SINOP;14
NEVSEHIR;KOZAKLI;SIRNAK;16
NEVSEHIR;KOZAKLI;SIVAS;76
NEVSEHIR;KOZAKLI;TEKIRDAG;103
NEVSEHIR;KOZAKLI;TOKAT;44
NEVSEHIR;KOZAKLI;TRABZON;28
NEVSEHIR;KOZAKLI;TUNCELI;14
NEVSEHIR;KOZAKLI;USAK;7
NEVSEHIR;KOZAKLI;VAN;26
NEVSEHIR;KOZAKLI;YALOVA;34
NEVSEHIR;KOZAKLI;YOZGAT;374
NEVSEHIR;KOZAKLI;ZONGULDAK;19
NEVSEHIR;NEVSEHIR MERKEZ;ADANA;286
NEVSEHIR;NEVSEHIR MERKEZ;ADIYAMAN;14
NEVSEHIR;NEVSEHIR MERKEZ;AFYONKARAHISAR;62
NEVSEHIR;NEVSEHIR MERKEZ;AGRI;15
NEVSEHIR;NEVSEHIR MERKEZ;AKSARAY;533
NEVSEHIR;NEVSEHIR MERKEZ;AMASYA;20
NEVSEHIR;NEVSEHIR MERKEZ;ANKARA;8703
NEVSEHIR;NEVSEHIR MERKEZ;ANTALYA;1239
NEVSEHIR;NEVSEHIR MERKEZ;ARDAHAN;7
NEVSEHIR;NEVSEHIR MERKEZ;ARTVIN;5
NEVSEHIR;NEVSEHIR MERKEZ;AYDIN;328
NEVSEHIR;NEVSEHIR MERKEZ;BALIKESIR;304
NEVSEHIR;NEVSEHIR MERKEZ;BARTIN;11
NEVSEHIR;NEVSEHIR MERKEZ;BATMAN;10
NEVSEHIR;NEVSEHIR MERKEZ;BAYBURT;5
NEVSEHIR;NEVSEHIR MERKEZ;BILECIK;44
NEVSEHIR;NEVSEHIR MERKEZ;BINGOL;16
NEVSEHIR;NEVSEHIR MERKEZ;BITLIS;23
NEVSEHIR;NEVSEHIR MERKEZ;BOLU;41
NEVSEHIR;NEVSEHIR MERKEZ;BURDUR;8
NEVSEHIR;NEVSEHIR MERKEZ;BURSA;445
NEVSEHIR;NEVSEHIR MERKEZ;CANAKKALE;56
NEVSEHIR;NEVSEHIR MERKEZ;CANKIRI;24
NEVSEHIR;NEVSEHIR MERKEZ;CORUM;25
NEVSEHIR;NEVSEHIR MERKEZ;DENIZLI;92
NEVSEHIR;NEVSEHIR MERKEZ;DIYARBAKIR;42
NEVSEHIR;NEVSEHIR MERKEZ;DUZCE;34
NEVSEHIR;NEVSEHIR MERKEZ;EDIRNE;59
NEVSEHIR;NEVSEHIR MERKEZ;ELAZIG;39
NEVSEHIR;NEVSEHIR MERKEZ;ERZINCAN;18
NEVSEHIR;NEVSEHIR MERKEZ;ERZURUM;75
NEVSEHIR;NEVSEHIR MERKEZ;ESKISEHIR;184
NEVSEHIR;NEVSEHIR MERKEZ;GAZIANTEP;59
NEVSEHIR;NEVSEHIR MERKEZ;GIRESUN;13
NEVSEHIR;NEVSEHIR MERKEZ;GUMUSHANE;7
NEVSEHIR;NEVSEHIR MERKEZ;HAKKARI;11
NEVSEHIR;NEVSEHIR MERKEZ;HATAY;118
NEVSEHIR;NEVSEHIR MERKEZ;IGDIR;3
NEVSEHIR;NEVSEHIR MERKEZ;ISPARTA;50
NEVSEHIR;NEVSEHIR MERKEZ;ISTANBUL;10836
NEVSEHIR;NEVSEHIR MERKEZ;IZMIR;1501
NEVSEHIR;NEVSEHIR MERKEZ;KAHRAMANMARAS;49
NEVSEHIR;NEVSEHIR MERKEZ;KARABUK;46
NEVSEHIR;NEVSEHIR MERKEZ;KARAMAN;25
NEVSEHIR;NEVSEHIR MERKEZ;KARS;16
NEVSEHIR;NEVSEHIR MERKEZ;KASTAMONU;30
NEVSEHIR;NEVSEHIR MERKEZ;KAYSERI;1015
NEVSEHIR;NEVSEHIR MERKEZ;KILIS;3
NEVSEHIR;NEVSEHIR MERKEZ;KIRIKKALE;136
NEVSEHIR;NEVSEHIR MERKEZ;KIRKLARELI;99
NEVSEHIR;NEVSEHIR MERKEZ;KIRSEHIR;119
NEVSEHIR;NEVSEHIR MERKEZ;KOCAELI;668
NEVSEHIR;NEVSEHIR MERKEZ;KONYA;705
NEVSEHIR;NEVSEHIR MERKEZ;KUTAHYA;50
NEVSEHIR;NEVSEHIR MERKEZ;MALATYA;60
NEVSEHIR;NEVSEHIR MERKEZ;MANISA;137
NEVSEHIR;NEVSEHIR MERKEZ;MARDIN;54
NEVSEHIR;NEVSEHIR MERKEZ;MERSIN;758
NEVSEHIR;NEVSEHIR MERKEZ;MUGLA;175
NEVSEHIR;NEVSEHIR MERKEZ;MUS;23
NEVSEHIR;NEVSEHIR MERKEZ;NIGDE;272
NEVSEHIR;NEVSEHIR MERKEZ;ORDU;15
NEVSEHIR;NEVSEHIR MERKEZ;OSMANIYE;17
NEVSEHIR;NEVSEHIR MERKEZ;RIZE;13
NEVSEHIR;NEVSEHIR MERKEZ;SAKARYA;122
NEVSEHIR;NEVSEHIR MERKEZ;SAMSUN;78
NEVSEHIR;NEVSEHIR MERKEZ;SANLIURFA;29
NEVSEHIR;NEVSEHIR MERKEZ;SIIRT;13
NEVSEHIR;NEVSEHIR MERKEZ;SINOP;13
NEVSEHIR;NEVSEHIR MERKEZ;SIRNAK;10
NEVSEHIR;NEVSEHIR MERKEZ;SIVAS;78
NEVSEHIR;NEVSEHIR MERKEZ;TEKIRDAG;145
NEVSEHIR;NEVSEHIR MERKEZ;TOKAT;40
NEVSEHIR;NEVSEHIR MERKEZ;TRABZON;44
NEVSEHIR;NEVSEHIR MERKEZ;TUNCELI;22
NEVSEHIR;NEVSEHIR MERKEZ;USAK;69
NEVSEHIR;NEVSEHIR MERKEZ;VAN;36
NEVSEHIR;NEVSEHIR MERKEZ;YALOVA;70
NEVSEHIR;NEVSEHIR MERKEZ;YOZGAT;118
NEVSEHIR;NEVSEHIR MERKEZ;ZONGULDAK;48
NEVSEHIR;URGUP;ADANA;240
NEVSEHIR;URGUP;ADIYAMAN;13
NEVSEHIR;URGUP;AFYONKARAHISAR;29
NEVSEHIR;URGUP;AGRI;14
NEVSEHIR;URGUP;AKSARAY;118
NEVSEHIR;URGUP;AMASYA;19
NEVSEHIR;URGUP;ANKARA;6228
NEVSEHIR;URGUP;ANTALYA;639
NEVSEHIR;URGUP;ARDAHAN;3
NEVSEHIR;URGUP;AYDIN;180
NEVSEHIR;URGUP;BALIKESIR;136
NEVSEHIR;URGUP;BARTIN;21
NEVSEHIR;URGUP;BATMAN;7
NEVSEHIR;URGUP;BAYBURT;2
NEVSEHIR;URGUP;BILECIK;15
NEVSEHIR;URGUP;BINGOL;6
NEVSEHIR;URGUP;BITLIS;13
NEVSEHIR;URGUP;BOLU;17
NEVSEHIR;URGUP;BURDUR;5
NEVSEHIR;URGUP;BURSA;187
NEVSEHIR;URGUP;CANAKKALE;36
NEVSEHIR;URGUP;CANKIRI;14
NEVSEHIR;URGUP;CORUM;10
NEVSEHIR;URGUP;DENIZLI;26
NEVSEHIR;URGUP;DIYARBAKIR;24
NEVSEHIR;URGUP;DUZCE;10
NEVSEHIR;URGUP;EDIRNE;12
NEVSEHIR;URGUP;ELAZIG;16
NEVSEHIR;URGUP;ERZINCAN;11
NEVSEHIR;URGUP;ERZURUM;38
NEVSEHIR;URGUP;ESKISEHIR;79
NEVSEHIR;URGUP;GAZIANTEP;25
NEVSEHIR;URGUP;GIRESUN;2
NEVSEHIR;URGUP;GUMUSHANE;7
NEVSEHIR;URGUP;HAKKARI;2
NEVSEHIR;URGUP;HATAY;39
NEVSEHIR;URGUP;IGDIR;4
NEVSEHIR;URGUP;ISPARTA;22
NEVSEHIR;URGUP;ISTANBUL;3170
NEVSEHIR;URGUP;IZMIR;940
NEVSEHIR;URGUP;KAHRAMANMARAS;52
NEVSEHIR;URGUP;KARABUK;8
NEVSEHIR;URGUP;KARAMAN;14
NEVSEHIR;URGUP;KARS;4
NEVSEHIR;URGUP;KASTAMONU;19
NEVSEHIR;URGUP;KAYSERI;3537
NEVSEHIR;URGUP;KILIS;3
NEVSEHIR;URGUP;KIRIKKALE;69
NEVSEHIR;URGUP;KIRKLARELI;14
NEVSEHIR;URGUP;KIRSEHIR;50
NEVSEHIR;URGUP;KOCAELI;104
NEVSEHIR;URGUP;KONYA;240
NEVSEHIR;URGUP;KUTAHYA;41
NEVSEHIR;URGUP;MALATYA;25
NEVSEHIR;URGUP;MANISA;85
NEVSEHIR;URGUP;MARDIN;24
NEVSEHIR;URGUP;MERSIN;419
NEVSEHIR;URGUP;MUGLA;165
NEVSEHIR;URGUP;MUS;6
NEVSEHIR;URGUP;NIGDE;82
NEVSEHIR;URGUP;ORDU;6
NEVSEHIR;URGUP;OSMANIYE;7
NEVSEHIR;URGUP;RIZE;12
NEVSEHIR;URGUP;SAKARYA;56
NEVSEHIR;URGUP;SAMSUN;40
NEVSEHIR;URGUP;SANLIURFA;12
NEVSEHIR;URGUP;SIIRT;6
NEVSEHIR;URGUP;SINOP;7
NEVSEHIR;URGUP;SIRNAK;11
NEVSEHIR;URGUP;SIVAS;41
NEVSEHIR;URGUP;TEKIRDAG;87
NEVSEHIR;URGUP;TOKAT;24
NEVSEHIR;URGUP;TRABZON;50
NEVSEHIR;URGUP;TUNCELI;12
NEVSEHIR;URGUP;USAK;16
NEVSEHIR;URGUP;VAN;25
NEVSEHIR;URGUP;YALOVA;25
NEVSEHIR;URGUP;YOZGAT;60
NEVSEHIR;URGUP;ZONGULDAK;35
NIGDE;ALTUNHISAR;ADANA;625
NIGDE;ALTUNHISAR;ADIYAMAN;3
NIGDE;ALTUNHISAR;AFYONKARAHISAR;58
NIGDE;ALTUNHISAR;AGRI;4
NIGDE;ALTUNHISAR;AKSARAY;401
NIGDE;ALTUNHISAR;AMASYA;26
NIGDE;ALTUNHISAR;ANKARA;2723
NIGDE;ALTUNHISAR;ANTALYA;1019
NIGDE;ALTUNHISAR;ARDAHAN;3
NIGDE;ALTUNHISAR;ARTVIN;5
NIGDE;ALTUNHISAR;AYDIN;410
NIGDE;ALTUNHISAR;BALIKESIR;140
NIGDE;ALTUNHISAR;BARTIN;47
NIGDE;ALTUNHISAR;BATMAN;16
NIGDE;ALTUNHISAR;BAYBURT;2
NIGDE;ALTUNHISAR;BILECIK;58
NIGDE;ALTUNHISAR;BINGOL;6
NIGDE;ALTUNHISAR;BITLIS;9
NIGDE;ALTUNHISAR;BOLU;147
NIGDE;ALTUNHISAR;BURDUR;26
NIGDE;ALTUNHISAR;BURSA;1049
NIGDE;ALTUNHISAR;CANAKKALE;30
NIGDE;ALTUNHISAR;CANKIRI;62
NIGDE;ALTUNHISAR;CORUM;29
NIGDE;ALTUNHISAR;DENIZLI;123
NIGDE;ALTUNHISAR;DIYARBAKIR;22
NIGDE;ALTUNHISAR;DUZCE;57
NIGDE;ALTUNHISAR;EDIRNE;52
NIGDE;ALTUNHISAR;ELAZIG;58
NIGDE;ALTUNHISAR;ERZINCAN;20
NIGDE;ALTUNHISAR;ERZURUM;18
NIGDE;ALTUNHISAR;ESKISEHIR;471
NIGDE;ALTUNHISAR;GAZIANTEP;49
NIGDE;ALTUNHISAR;GIRESUN;13
NIGDE;ALTUNHISAR;GUMUSHANE;2
NIGDE;ALTUNHISAR;HAKKARI;8
NIGDE;ALTUNHISAR;HATAY;74
NIGDE;ALTUNHISAR;IGDIR;4
NIGDE;ALTUNHISAR;ISPARTA;87
NIGDE;ALTUNHISAR;ISTANBUL;4804
NIGDE;ALTUNHISAR;IZMIR;1236
NIGDE;ALTUNHISAR;KAHRAMANMARAS;8
NIGDE;ALTUNHISAR;KARABUK;16
NIGDE;ALTUNHISAR;KARAMAN;25
NIGDE;ALTUNHISAR;KARS;9
NIGDE;ALTUNHISAR;KASTAMONU;41
NIGDE;ALTUNHISAR;KAYSERI;347
NIGDE;ALTUNHISAR;KILIS;6
NIGDE;ALTUNHISAR;KIRIKKALE;32
NIGDE;ALTUNHISAR;KIRKLARELI;33
NIGDE;ALTUNHISAR;KIRSEHIR;41
NIGDE;ALTUNHISAR;KOCAELI;666
NIGDE;ALTUNHISAR;KONYA;808
NIGDE;ALTUNHISAR;KUTAHYA;30
NIGDE;ALTUNHISAR;MALATYA;25
NIGDE;ALTUNHISAR;MANISA;135
NIGDE;ALTUNHISAR;MARDIN;26
NIGDE;ALTUNHISAR;MERSIN;902
NIGDE;ALTUNHISAR;MUGLA;113
NIGDE;ALTUNHISAR;MUS;6
NIGDE;ALTUNHISAR;NEVSEHIR;57
NIGDE;ALTUNHISAR;ORDU;6
NIGDE;ALTUNHISAR;OSMANIYE;19
NIGDE;ALTUNHISAR;RIZE;11
NIGDE;ALTUNHISAR;SAKARYA;137
NIGDE;ALTUNHISAR;SAMSUN;24
NIGDE;ALTUNHISAR;SANLIURFA;18
NIGDE;ALTUNHISAR;SIIRT;6
NIGDE;ALTUNHISAR;SINOP;17
NIGDE;ALTUNHISAR;SIRNAK;12
NIGDE;ALTUNHISAR;SIVAS;20
NIGDE;ALTUNHISAR;TEKIRDAG;338
NIGDE;ALTUNHISAR;TOKAT;13
NIGDE;ALTUNHISAR;TRABZON;17
NIGDE;ALTUNHISAR;TUNCELI;14
NIGDE;ALTUNHISAR;USAK;10
NIGDE;ALTUNHISAR;VAN;37
NIGDE;ALTUNHISAR;YALOVA;8
NIGDE;ALTUNHISAR;YOZGAT;35
NIGDE;ALTUNHISAR;ZONGULDAK;238
NIGDE;BOR;ADANA;2742
NIGDE;BOR;ADIYAMAN;26
NIGDE;BOR;AFYONKARAHISAR;72
NIGDE;BOR;AGRI;40
NIGDE;BOR;AKSARAY;852
NIGDE;BOR;AMASYA;62
NIGDE;BOR;ANKARA;6316
NIGDE;BOR;ANTALYA;1159
NIGDE;BOR;ARDAHAN;11
NIGDE;BOR;ARTVIN;12
NIGDE;BOR;AYDIN;742
NIGDE;BOR;BALIKESIR;365
NIGDE;BOR;BARTIN;25
NIGDE;BOR;BATMAN;40
NIGDE;BOR;BAYBURT;4
NIGDE;BOR;BILECIK;39
NIGDE;BOR;BINGOL;14
NIGDE;BOR;BITLIS;37
NIGDE;BOR;BOLU;69
NIGDE;BOR;BURDUR;32
NIGDE;BOR;BURSA;3008
NIGDE;BOR;CANAKKALE;86
NIGDE;BOR;CANKIRI;64
NIGDE;BOR;CORUM;94
NIGDE;BOR;DENIZLI;472
NIGDE;BOR;DIYARBAKIR;77
NIGDE;BOR;DUZCE;44
NIGDE;BOR;EDIRNE;98
NIGDE;BOR;ELAZIG;113
NIGDE;BOR;ERZINCAN;36
NIGDE;BOR;ERZURUM;88
NIGDE;BOR;ESKISEHIR;581
NIGDE;BOR;GAZIANTEP;103
NIGDE;BOR;GIRESUN;19
NIGDE;BOR;GUMUSHANE;15
NIGDE;BOR;HAKKARI;22
NIGDE;BOR;HATAY;383
NIGDE;BOR;IGDIR;17
NIGDE;BOR;ISPARTA;102
NIGDE;BOR;ISTANBUL;6121
NIGDE;BOR;IZMIR;3450
NIGDE;BOR;KAHRAMANMARAS;197
NIGDE;BOR;KARABUK;24
NIGDE;BOR;KARAMAN;85
NIGDE;BOR;KARS;19
NIGDE;BOR;KASTAMONU;82
NIGDE;BOR;KAYSERI;895
NIGDE;BOR;KILIS;5
NIGDE;BOR;KIRIKKALE;129
NIGDE;BOR;KIRKLARELI;89
NIGDE;BOR;KIRSEHIR;45
NIGDE;BOR;KOCAELI;1742
NIGDE;BOR;KONYA;1858
NIGDE;BOR;KUTAHYA;233
NIGDE;BOR;MALATYA;135
NIGDE;BOR;MANISA;456
NIGDE;BOR;MARDIN;94
NIGDE;BOR;MERSIN;1955
NIGDE;BOR;MUGLA;345
NIGDE;BOR;MUS;9
NIGDE;BOR;NEVSEHIR;221
NIGDE;BOR;ORDU;20
NIGDE;BOR;OSMANIYE;94
NIGDE;BOR;RIZE;17
NIGDE;BOR;SAKARYA;385
NIGDE;BOR;SAMSUN;79
NIGDE;BOR;SANLIURFA;50
NIGDE;BOR;SIIRT;20
NIGDE;BOR;SINOP;32
NIGDE;BOR;SIRNAK;20
NIGDE;BOR;SIVAS;95
NIGDE;BOR;TEKIRDAG;358
NIGDE;BOR;TOKAT;67
NIGDE;BOR;TRABZON;42
NIGDE;BOR;TUNCELI;24
NIGDE;BOR;USAK;84
NIGDE;BOR;VAN;50
NIGDE;BOR;YALOVA;84
NIGDE;BOR;YOZGAT;56
NIGDE;BOR;ZONGULDAK;90
NIGDE;CAMARDI;ADANA;3403
NIGDE;CAMARDI;ADIYAMAN;17
NIGDE;CAMARDI;AFYONKARAHISAR;61
NIGDE;CAMARDI;AGRI;5
NIGDE;CAMARDI;AKSARAY;89
NIGDE;CAMARDI;AMASYA;34
NIGDE;CAMARDI;ANKARA;1710
NIGDE;CAMARDI;ANTALYA;629
NIGDE;CAMARDI;ARDAHAN;2
NIGDE;CAMARDI;ARTVIN;10
NIGDE;CAMARDI;AYDIN;208
NIGDE;CAMARDI;BALIKESIR;71
NIGDE;CAMARDI;BARTIN;10
NIGDE;CAMARDI;BATMAN;6
NIGDE;CAMARDI;BAYBURT;1
NIGDE;CAMARDI;BILECIK;21
NIGDE;CAMARDI;BINGOL;8
NIGDE;CAMARDI;BITLIS;10
NIGDE;CAMARDI;BOLU;15
NIGDE;CAMARDI;BURDUR;38
NIGDE;CAMARDI;BURSA;356
NIGDE;CAMARDI;CANAKKALE;38
NIGDE;CAMARDI;CORUM;29
NIGDE;CAMARDI;DENIZLI;55
NIGDE;CAMARDI;DIYARBAKIR;16
NIGDE;CAMARDI;DUZCE;45
NIGDE;CAMARDI;EDIRNE;39
NIGDE;CAMARDI;ELAZIG;17
NIGDE;CAMARDI;ERZINCAN;8
NIGDE;CAMARDI;ERZURUM;41
NIGDE;CAMARDI;ESKISEHIR;51
NIGDE;CAMARDI;GAZIANTEP;49
NIGDE;CAMARDI;GIRESUN;29
NIGDE;CAMARDI;GUMUSHANE;3
NIGDE;CAMARDI;HAKKARI;15
NIGDE;CAMARDI;HATAY;175
NIGDE;CAMARDI;IGDIR;9
NIGDE;CAMARDI;ISPARTA;49
NIGDE;CAMARDI;ISTANBUL;2268
NIGDE;CAMARDI;IZMIR;707
NIGDE;CAMARDI;KAHRAMANMARAS;70
NIGDE;CAMARDI;KARABUK;26
NIGDE;CAMARDI;KARAMAN;22
NIGDE;CAMARDI;KARS;7
NIGDE;CAMARDI;KASTAMONU;18
NIGDE;CAMARDI;KAYSERI;430
NIGDE;CAMARDI;KIRIKKALE;19
NIGDE;CAMARDI;KIRKLARELI;47
NIGDE;CAMARDI;KIRSEHIR;16
NIGDE;CAMARDI;KOCAELI;151
NIGDE;CAMARDI;KONYA;221
NIGDE;CAMARDI;KUTAHYA;28
NIGDE;CAMARDI;MALATYA;11
NIGDE;CAMARDI;MANISA;114
NIGDE;CAMARDI;MARDIN;38
NIGDE;CAMARDI;MERSIN;620
NIGDE;CAMARDI;MUGLA;119
NIGDE;CAMARDI;MUS;2
NIGDE;CAMARDI;NEVSEHIR;168
NIGDE;CAMARDI;ORDU;39
NIGDE;CAMARDI;OSMANIYE;19
NIGDE;CAMARDI;RIZE;12
NIGDE;CAMARDI;SAKARYA;127
NIGDE;CAMARDI;SAMSUN;69
NIGDE;CAMARDI;SANLIURFA;14
NIGDE;CAMARDI;SIIRT;5
NIGDE;CAMARDI;SINOP;13
NIGDE;CAMARDI;SIRNAK;4
NIGDE;CAMARDI;SIVAS;32
NIGDE;CAMARDI;TEKIRDAG;87
NIGDE;CAMARDI;TOKAT;83
NIGDE;CAMARDI;TRABZON;29
NIGDE;CAMARDI;TUNCELI;2
NIGDE;CAMARDI;USAK;32
NIGDE;CAMARDI;VAN;27
NIGDE;CAMARDI;YALOVA;15
NIGDE;CAMARDI;YOZGAT;61
